idx,class,conversation
21,일반,시장 키워드를 중심으로 한 6줄의 한국어 대화문 예시입니다: 1. 시장 가고 싶으신가요? 2. 요즘 상품 많아서 정말 신기해요. 3. 어떤 제품 찾고 계신가요? 4. 저희 매장도 좋은 선택일 거예요. 5. 더 알고 싶으신 부분 있으신가요? 6. 다음 주말에도 함께 가면 어떨까요?
22,일반,월급이 높아진다면 어떤 일을 선택할까요? 첨단 기술 분야라면 더 많은 기회가 있을 것 같아요. 혹시 실업 보험도 있나요? 그럼 더 많이 고려할 것 같아요. 실업 보험도 있어서 월급이 높아도 걱정하지 않을 것 같아요. 저는 건강한 몸과 마음이 가장 중요하다고 생각해요. 월급이 높아도 건강한 삶을 유지하는 것이 가장 중요하다고요.
23,일반,대회에 대해 이야기해보자. 언제 개최되는데요? 다음 달에랑하나요? 그럼 준비를 시작하자. 우선 서류 제출을 하자. 그 후 인터뷰를 봅니다.
24,일반,회원: 회원가입 완료했는데 계정 초기 설정을 해야 하나요. 관리자: 그렇군요! 비밀번호와 이메일을 먼저 설정하세요. 회원: 알겠습니다. 비밀번호는 숫자와 문자를 혼합해서 선택할까? 관리자: 좋은 생각이에요. 그리고 이메일 주소를 확인하세요. 회원: 그러면 바로 시작할 수 있을 것 같아요. 관리자: 네 성공하면 이메일로 환영 인사드립니다.
25,일반,사람이 무엇을 하느냐에 따라 주말 계획이 달라질 수 있겠네요. 아니면 그냥 같이 산책하느냐? 그럼 내가 준비한 길을 따라가보자. 혹시 먹으려고 하는 곳이 있으면 알려주세요. 그렇다면 저녁에는 맛있는 음식을 즐겨보자. 언제든지 함께하는 것이 최고니까.
26,일반,물건은 무엇인가요? 그냥 책 하나요. 그럼 책장을 정리할까? 아니면 바로 읽을까? 책은 정말 많이 있어요. 그래서 집안청소할게요.
27,일반,행동이 키워드를 주제로 하는 6줄의 한국어 대화문을 만드겠습니다. 1. 갑자기 계기가 생겼어. 2. 어디 가고 싶어? 3. 요즘 저녁 식당 가는 게 맛있어. 4. 그러게 된다면 너랑 같이 갈래. 5. 네 그럼 내가 추천한 집에서 밥 먹으면서도 될 것 같아. 6. 그럼 그때 만나자!
28,일반,승진은 어떤 기회인지라면 큰 성과라고 생각합니다. 하지만 승진 자체는 큰 보상이 아니니까요. 실력과 노력이 결합되어야만 가능하죠. 이건 단기적으로는 어려울 수 있지만 장기적으로는 큰 도움이 될 거예요. 당신도 믿고 노력하면 분명히 좋은 결과가 나올 겁니다. 우리의 팀도 항상 당신을 응원할 거예요.
29,일반,김사원: 김사원은 주말에 뭐 하시나요? 친구들 만나기. 그럼 그때 시간을 정해볼게요. 언제든지 맞춤차로 갑시다. 오늘 계획도 바꾸면 어떨까요? 그럼요 요즘 바쁘셔서요!
30,일반,아 일상 생활에 대한 질문이네요. 저는 아침마다 간단한 요가를 하고 싶어요. 그럼 함께 가볼까요?
31,일반,아 장난은 재미있겠네요. 그래서 오늘은 누군가의 장난꾸러기를 찾아볼게요. 처음에는 무시하고 싶었지만 너무 재미있어서 직접 들어가봤어요. 그 결과로 누군가가 진짜 놀랐더라구요. 어떤 경우에도 웃음은 좋아해요. 장난을 하시는 분도 웃을 수 있길 바랍니다.
32,일반,애들: 엄마 오늘 학교에서 재미있는 일이 있었어. 어머니: 뭐야? 궁금하더라. 애들: 친구들과 미술 시간에 그린 그림을 나눠보느라서. 어머니: 하하! 그건 재미있겠지? 애들: 네 그리고 선생님도 웃었던 것 같았어. 어머니: 그러면 더 좋겠더라. 그 사실 알려줘!
33,일반,모습이 아쉽다면 자신을 잘 보고 있어요. 또는 친구에게 말해보면 친구가 도와줄 거예요. 그럼 서로 도와주면서 아름다운 모습 만들어요.
34,일반,피부 관리 잘 해요? 정기적으로 세럼 쓰는 건 어떨까요? 그럼 이번 주말에 피부 케어 제품 사고가요. 어떤 제품 사용할지 고민돼요. 앞에 있는 흉터도 잘 보이니까요. 일단 자외선 차단제도 꼭 써요.
35,일반,우리는 어렸을 때 함께 놀던 기억이 나요. 그때는 정말 행복했어요. 이 기억들이 지금도 따뜻해요. 그 당시의 우리가 참 귀엽더라니. 그 기억을 떠올리면 웃음이 나죠. 그냥 그런 기억들이 있구나. 이런 기억들은 언제나 기쁨을 줄어들어요.
36,일반,김과장은 요리사로 다양한 음식을 만들어내는 데 능숙합니다. 김과장: 오늘 김치가 맛있게 나오지 않았나요? 집사: 네 김과장 요즘 김치도 맛있게 나왔어요. 김과장: 그렇다면 김치와 함께 먹을 음식도 준비했으니 좋겠네요. 집사: 김과장님의 조언에 따라요 어떤 음식을 추천하시겠어요? 김과장: 밥과 함께 먹으면 더 맛있겠죠. 집사: 그러면 저녁은 김과장님이
37,일반,금요일에 뭐 할까? 운동하기로 했는데 요즘 기분이 좋게 들린다. 그래서 집에서 짐잿어보는 것도 생각돼. 언젠가 진짜 운동하러 가봐야겠지만 오늘은 작은 움직임으로도 충분하다고 생각해. 걷기나 요가라도 해보고 싶다.
38,일반,사이즈는 어떤가요? 지금 입고 있는 게 너무 작네요. 아니면 더 큰 사이즈의 옷을 원하시나요? 저는 일반 사이즈가 더 편한 것 같아요. 혹시 특별한 행사 때문에 크기를 조절해야 해요? 그렇게 되면 저도 작은 사이즈의 옷을 입는 거예요.
39,일반,돈은 중요한 문제에 대해 깊이 생각해보는 것이 좋겠네요. 그럼 이번 달에는 추가로 돈이 많이 나왔는데요. 그래서 자산 관리를 좀 더 잘하게 해봐야겠어요. 저는 주기적으로 재무 상담을 받아보는 것도 좋은 방법 같아요. 또한 비용을 잘 관리하고 예산을 세우는 것도 중요하겠죠. 이렇게 하면 미래에 더 많은 돈을 벌 수 있을 거예요.
40,일반,그녀: 이번 주말에 뭐 할까? 남자: 영화 한 편 보는 건 어때? 그녀: 그러면 내가 예매할게. 남자: 예매했어? 어디 가는 거야? 그녀: 네 조용한 카페야. 남자: 그러면 좋겠어. 같이 갈래?
41,일반,동전은 매우 오래된 교환 수단이기 때문에 현대에서는 주로 가상 돈이나 디지털 결제수단을 사용하지만 여전히 일부 전문 분야나 특정 문화에서는 동전을 사용하게 됩니다. 예시: 오늘은 동전으로 거래할까? 그럼 동전을 주고 받을 거야. 왜요? 동전이 더 편하니까. 아니면 현금이 더 안전하다고 생각해요. 현금이라니 동전도 안전하니까요. 어느쪽이 더 편리한가요?
42,일반,주차장에 차를 두었는데 여기서 만나서 갑자기 얘기하게 됐어. 차를 어디에 두면 좋을까? 오른쪽에 공간이 많더라. 왜 이렇게 찾게? 주차할 때마다 이런 생각이 들거야. 여기서 잠깐 쉬어가도 괜찮겠어. 주차장에 차를 두었다가 말 걸렸어. 그래서 다시 생각해보자구.
43,일반,"집안에 좀 더 편안하게 지낼 수 있는 아이템을 구입하자고 했는데 아빠는 ""새로운 TV는 필요 없다고 생각해""라고 말했다. 나는 ""그래서 새로운 냉장고는 어떨까?""라고 물었다. 아빠는 웃으며 ""그건 너무 비싸서요""라고 대답했다. 내 동생은 ""그럼 새로운 펜을 구입하자고!""라고 제안했다. 나는 ""그도 좋아할 것 같아""라고 웃으며 말했다. 집안의 소음이 조금 덜해질 것 같아 마음이"
44,일반,무식: 오늘 날씨 어때요? 친구: 요즘 좀 더 시원해 보이네요. 무식: 그렇다면 가을에 산책하기 좋아할 것 같아요. 친구: 네 가을은 정말 아름답죠. 무식: 특히 나무가 붉게 물든 날씨라서 더욱 좋겠어요. 친구: 맞아요 가을의 풍경은 정말 멋진데요.
45,일반,시장 주제의 한국어 대화문 예시입니다: 아 오늘 시장에서 뭐 가볼까? 아마 이마트 가거나 슈퍼마켓 봐볼까. 그럼 저녁에는 맛집도 찾아보기야. 그래서 아침에 쇼핑하고 저녁에 먹음야. 혹시 맛집 추천해 줄 수 있을까? 물론이야 요즘 인기 있는 곳 몇 군데 알려줄게.
46,일반,아 오늘 하루 정말 힘들었어. 일상적인 일이 너무 많아서 너머로 지칠 것 같았지. 그래서 잠깐 산책을 가서 마음을 정리했어. 그냥 일상 속 작은 것들에 집중하면 돼. 내일은 더 바쁠까? 그냥 오늘처럼 쉬자. 그럼 내일은 잘 보내고 오늘만 너에게 조금이라도 도와줘.
47,일반,데이터 분석을 위해 어떤 도구를 사용할까요? Python의 pandas 라이브러리를 추천드려요. pandas로 데이터를 처리하고 분석할 수 있답니다. 또한 SQL 쿼리를 통해 데이터베이스에서 직접 조회도 가능하죠. 어떤 도구를 선택할지는 프로젝트의 특성에 따라 다를 것 같아요. 기본적으로는 두 가지 도구가 많이 사용되는데요.
48,일반,편의점에 가야 할까? 아마 기분이 좋아서 간단히 사볼까? 그래서 아침에 가볼까? 혹시 필요한 게 있으면 말씀하세요. 그럼 저녁에 가볼게요. 필요한 거 있으면 전화로 알려드릴게요.
49,일반,무식: 무슨 일 해볼까? 친구 만나러 가는 건 어때? 그럼 오늘 갈까? 아 오늘은 시간 좀 좀 해. 그럼 집에 가서 영화 보는 거야? 그럼 좋아할 거야.
50,일반,아빠: 이번 주말에 뭐 할까? 아이: 영화 한 편 보는 건 어때? 아빠: 그러면 내가 예매할게. 아이: 네 그럼 가볼래? 아빠: 네 그럼 함께 갈게. 아이: 재미있게 즐거워봐!
51,일반,손목이 너무 길어서 가볍게 움직일 수 있을까? 그럼 오늘 손목으로 산책하자. 손목이 너무 길면 걷기 힘들 것 같아. 그래서 손목을 가볍게 끌고 가자. 손목이 길면 운동도 많이 필요할 것 같아. 그래서 손목을 조금씩 끌어보자.
52,일반,출근 시간에 대해 이야기하는 한국어 대화문 예시는 다음과 같습니다: 아 오늘 출근시간은 언제야? 오전 9시라고 했는데 그때에는 어디 갈까? 회사 가서라면 일찍 출근해야겠어. 그래서 저녁 식사 후 바로 갈까. 그럼 집에 간단한 준비하고 가볼까. 출근 전에 간단한 아침 식사도 잊지 않을까.
53,일반,저녁에 뭐 먹으러 갈까? 그럼 저녁에 피자 가는 건 어때? 나머지 시간에는 TV 감상할까? 그렇다면 사과도 함께 드릴게요. 어떤 식당 가시겠어요? 추천해 주세요. 그럼 오늘 뭐 했는데요 맛있게 드셨나요?
54,일반,무서워? 무슨 일이까? 걱정하지 마 내가 도와줄게. 그래서 뭐가 문제인지를 말해줘. 일단 내가 걱정한 게 아니니까. 무서운 상황이라도 함께라면 괜찮아.
55,일반,비린내가 날 때 무슨 일이까? 아마 요즘 생각하기 어려울 것 같아. 그래도 중요한 일은 놓치지 말아. 나도 그런데 오늘은 바쁘다고 생각돼. 언젠가 잘 되겠지만 지금은 그렇지 않아. 그래서 그냥 마음을 풀고 쉬자.
56,일반,안녕하세요! 우유를 좋아하시나요? 네 저도 많이 마시는데요. 신선한 우유가 맛있어요. 혹시 집에 우유가 없신가요? 바로 구입해보세요! 우유는 아침 식사에도 좋고 간식으로도 훌륭해요. 저는 우유와 커피만으로도 하루를 잘 보내죠. 우유를 좋아하신다면 다양한 종류를 시도해보세요!
57,일반,프로젝트에 대해 얘기하자면: 먼저 프로젝트의 목표를 정해야겠어. 그 다음에는 팀원들과 작업 분담 plan을 세우면 좋겠어. 그리고 중간에 점검 회의를 갖추면 될 것 같아. 이렇게 하면 잘못된 방향도 빠르게 발견할 수 있어.
58,일반,정규직 이번 주말에 근무할 곳이 어디인지 고민 중이야. 아마도 사무실 근처 카페에서 시간을 보내자. 그럼 회사 측에 알리면 되겠어. 나도 너무 편할 것 같아. 오늘 좀 생각해볼게요.
59,일반,가격이 키워드를 중심으로 답변 예시의 형식만 참고해서 6줄의 한국어 대화문 1개 만들어줘. 답변 예: 가격이 너무 비싸서 가는 데 시간이 많아. 그래서 저렴한 곳을 찾는 게 어때? 저렴한 곳이 많아서 선택이 어려워. 그럼 저렴한 곳을 먼저 조사해보자. 저렴한 곳도 가격이 비싸서 걱정이돼. 결국에는 예산 내에서 선택해야겠어.
60,일반,치마 요즘 바쁘신가요? 아니 그냥 조용히 쉬려고 해요. 그럼 혼자 있으실까요? 물론이죠 제가 가서요. 그럼 좋은 시간 보내세요!
61,일반,안녕하세요! 오늘 인스타그램에 올릴 사진은 언제든지 좋아요. 그럼 제가 편집해 드릴까요? 물론이죠 어떤 편집을 하고 싶으신가요? 사진을 업로드하고 설명을 적으면 어떨까요? 좋은 생각이에요 저도 도와드릴게요. 업로드하기 전에 궁금한 점이 있으신가요?
62,일반,놀기 아 요즘 뭐 재밌게 할까? 무비 보는 건 어때? 그럼 내가 몇 개 선택할게. 그럼요 같이 놀자! 너와. 그럼 저녁에는 뭐 할까? 그냥 집에 가서 게임 해볼까?
63,일반,일주일 계획 세우자. 먼저 주말엔 뭐 할까? 영화 한 편 보는 건 어때. 그럼 내가 예매할게. 평일은 업무 중심으로 할까? 회의와 프로젝트 회의 다 들어갈 것 같아.
64,일반,친구: 오늘 뭐 했어? 나: 바닷가에 가서 수영했어. 너도 요즘 재밌는 일 했어? 친구: 아니 그냥 집에 있었어. 너는 어디 갔어? 나: 친구들과 함께 이사 했어. 이제부터 새로운 시작이야. 친구: 정말 흥미진진하네. 다음 주말에 뭐 해? 나: 아마도 같은 친구들끼리 모여볼 거야. 너도 같이 해보겠어?
65,일반,아 운동을 생각하느라 힘들다. 그래서 오늘은 그냥 휴식을 취할까? 당신은 어떤 운동을 하는 게 좋으신가요? 저는 가벼운 걷기나 요가 좋아요. 혹시 운동을 시작하기 전에 챙길 만한 점이 있나요? 물론이죠 먼저 몸을 적응시키고 충분히 스트레칭해야 해요. 운동 후에는 항상 충분한 수분을 섭취해야 해요.
66,일반,미팅 오늘 미팅이 있어서 그럼 준비해볼게. 회의실에 일찍 도착해서 괜찮겠어? 그래서 오늘 밤에 정리하고 가볼까. 시간은 오전 10분부터 시작할 거야. 그럼 내일 아침에 바로 시작할 것 같아. 모두 준비가 되면 좋겠어 화이팅!
67,일반,검사: 제품이 정상적인 상태인지 확인해야 해. 공장 직원: 알겠는데 몇 가지 문제가 있어. 검사: 어떤 문제가 있는지 말씀해 주세요. 공장 직원: 부품이 빠져나와서 제작되지 않았어요. 검사: 바로 고치면 될까요? 공장 직원: 물론입니다 빠르게 고쳐드리겠습니다.
68,일반,경찰: 요즘 공공장소에서 무슨 일이 일어나는지 주기적으로 확인하고 싶어요. 주민A: 그렇다면 경찰관들이 더 많이 현장에 배치되어야겠어요. 경찰: 네 맞아요. 그리고 시민들도 긴급 상황 발생 시 신속하게 연락할 수 있도록 유도해야겠죠. 주민B: 아니요 일단 경찰관들도 충분히 있지만 시민들의 협조가 중요해요. 경찰: 그렇다고 시민들이 경찰서에 직접 와서 정보를 제공하는 것은 어렵겠죠. 주민A
69,일반,얼굴이 참 아름답죠? 그렇다면 오늘 얼굴 잘 챙겼을 것 같아요. 나도 얼굴을 잘 꾸미기로 했어요. 그럼 함께 가면 더 멋지겠죠? 아니면 그냥 자연스러워서 좋아할 거예요. 얼굴은 아무리 잘 챙기든지 마음은 열심히 해봐요.
70,일반,[국가] 이 키워드를 주제로 6줄의 한국어 대화문 1개 만들어줘. 답변 예: 이번 주말에 뭐 할까? 영화 한 편 보는 건 어때? 그럼 내가 예매할게. 언제 가고 싶은지 좀 더 정해봐. 그럼 주말이 더 즐거워질 것 같아. 좋아요 오늘 바로 예매할게요.
71,일반,회식 주제로 6줄의 한국어 대화문: 당신: 이번 회식에 참석할 생각 있으신가요? 친구: 네 요! 많은 분들이 오게 될 것 같아요. 당신: 그럼 저녁에는 함께 가실 수 있을까요? 친구: 물론이죠! 어디 가시겠어요? 당신: 근처 요리에 가면 어떨까요? 맛있겠네요. 친구: 좋겠네요! 그럼 저녁 8시에 맞아요. 당신: 그때 맞춰요! 그럼 준비한 게
72,일반,오늘 일정이 바빠서 자책 중이네. 그래서 그냥 집에서 쉬는 건 어떨까? 아니면 책 읽기도 괜찮을 것 같아. 무엇든지 하루를 잘 보내자. 일상 속에서도 행복을 찾는 게 중요하니까. 그냥 자연스럽게 시간을 보내자.
73,일반,아침에 일어나자마자 커피를 마셔야 해. 그리고 아침 식사에는 오트밀과 요거트를 먹으면 좋겠어. 오전에는 택시를 타고 공원 산책을 하자. 저녁에는 친구들과 같이 레스토랑에 가서 음식을 즐기자. 이렇게 하루를 보내면 충분히 만족스러울 것 같아. 일상의 소소한 일들이 이렇게도 조화롭게 연결돼.
74,일반,패딩에 대해 이야기해보자. A: 패딩 신으려면 어떤 종류가 좋을까? B: 일반적으로 소프트 패딩을 추천해. A: 그러면 바지 패딩도 잘 어울릴 것 같아. B: exactly! 그리고 워스터프도 고려하면 완벽할 거야. A: 그렇다면 이번 주말 패딩 쇼핑 가야겠어. B: 정말라면 다양한 스타일로 가보고 선택해보자.
75,일반,머리카락이 썩었니? 아마도 요즘 자주 헤어브러시 하지 않아서 썩었겠지. 머리카락 세척하기 전에 미지근한 물로 씻는 게 좋다. 또한 머리카락에 진공기를 넣어주면 더 잘 썩어. 헤어드라이어로 말린 후에는 바로 세척하는 것이 중요하니까. 정기적으로 관리하면 썩는 것을 방지할 수 있어.
76,일반,가방을 얼마나 들었니? 나도 많이 들었어. 어디 가볼까? 집으로 가는데 필요하신 게 있으면 말해. 아마도 새 옷이나 이런 게 있겠지. 그렇다면 바로 챙길까? 그럼 이제 떠나봐. 안전하게 가!
77,일반,아 최근에 스트레스 많이 받았어? 정말 그렇게 느끼면 걱정은 필요해. 일상 속 작은 것들 하나하나 챙기자. 그럼 오늘은 스트레스 해소 시간이라서 산책이나 운동하자. 몸과 마음 모두 좋겠어. 그럼 함께 나가자. 너도 힘들까?
78,일반,A: 협박이네 시간이 너무 되네? B: 네 요즘 너무 바빠서. A: 그렇다면 지금 당겨야 해? B: 어땠으면? 우리 만나서 얘기할까? A: 그러면 안 될 거야. 지금 어디서? B: 근처 카페야 그럼 가서요.
79,일반,거래 주제로 대화문 만들기 예시입니다: A: 이번 주에 어떤 거래가 있었나요? B: 요즘 바쁘게 살다가 최근엔 별로 없던 것 같아요. C: 그렇다면 이번 주에 뭐 해봤나요? D: 주말에 친구와 같이 산책을 했는데요 E: 아니면 직장 외에 특별한 일이 있었나요? B: 네 별 일 없었습니다만 월요일에는 새 컴퓨터를 받았어요. C: 새 컴퓨터라니 정말 신나네요! 어떻게 받으셨나요?
80,일반,애기는 요즘 너무 바빠서 놀 수 없다는 말을 들었는데 무슨 놀 것이 있겠어? 그냥 집에서 보면서 좋아할 만한 영화 찾아볼 거야. 엄마가 요즘 잠깐만 자라고 있어서 내가 잠깐만 자고 싶다고 말했어. 엄마가 기분이 좋으면서 내가 기분이 좋을 줄이야! 이번 주말엔 진짜 휴식을 취하고 싶어.
81,일반,알바생: 오늘 늦게 늦게로 일하고 왔는데 근무 시간은 언제야? 선생님: 근무 시간은 오전 10시부터 오후 6시까지야. 알바생: 그러면 저녁 6시부터 8시까지는 여유가 많다니. 선생님: 네 그렇게 계산하면 충분한 여유가 있을 거야. 알바생: 고마워 선생님. 오늘 일하고 싶은 일이 더 생겼네. 선생님: 언제든지 말씀해 주세요 도와드릴게요.
82,일반,주말이 다가왔는데 어떻게 보내야 할까? 언제든지 여행 가는 것도 좋겠는데. 이번 주말엔 좀 더 안정적으로 계획을 세워봤는데. 그럼 내일부터 일주일간 휴가를 가자! 여기서 근무하고 지루할 때마다 이런 생각이 들어. 오늘도 열심히 일하다가 잠깐 쉬어가자!
83,일반,얼굴이 어떻게 변하는지 궁금하네. 아마도 피부 관리가 잘 되어 있겠네. 그래서 얼굴이 참 맑아지는 것 같아. 지금 사진 찍어보면 어떨까? 나머지 친구들도 얼굴 관리 잘 하는 것 같아. 이렇게 꾸민 얼굴은 정말 아름답네.
84,일반,성공 우리 회사의 성과가 정말 훌륭하네요. 저희는 이번 분기 동안 목표보다 20% 더 성과했어요. 이렇게 좋은 결과를 얻기 위해 노력한 팀원들 모두 박수할 준비가 되어 있어요. 앞으로도 이런 성과를 유지하기 위해 더 많은 노력이 필요할 거예요. 하지만 지금 이 순간 모두의 노력으로 이루어진 성공에 자부심을 느낍니다. 이 모든 일의 결과로 우리 회사는 다음 단계로 발전할 준비가 되어 있어요.
85,일반,집착이 너무 심해! 그럼 오늘 외출은 피할까? 네 집안일만 하자. 그때 같이 하자! 그럼 시간 정해줘. 좋아요 내일 오세요!
86,일반,정보 주제에 대한 대화문 예시입니다: 정보 주제: 최근 기술 발전 소식 대화문: 최근에 새로운 스마트폰 모델이 출시됐는데요. 이 new iPhone은 어떤 특징이 있나요? 첫째 화면 해상도가 높아져 더 선명한 이미지를 볼 수 있습니다. 둘째 배터리 수명이 길어져 하루 종일 사용하기 좋습니다. 그리고 새로운 카메라 기능으로 사진 찍기도 훌륭합니다. 이 정보가 관심 있는 분들에게 유용하겠네요.
87,일반,목욕은 어때요? 요즘 날씨가 좋아서요. 집에 물이 있으면 바로 해볼까요? 요즘에는 베이킹사우나도 많이 사용해요. 어떤 종류의 목욕이 좋으세요? 요즘엔 스파도 가기도 좋아서요.
88,일반,미래에 대해 이야기할 때는 낙관적이고 기대감을 주는 표현이 적합합니다. 다음은 그 예입니다: 미래에 대해 생각해볼까요? 아마도 우리가 꿈꾸는 세상이 될 거예요. 그럼 우리는 노력해야겠죠. 우리 꿈을 이루기 위해 함께 노력해보자. 미래는 끝없이 펼쳐져 있으니 우리가 열린 마음으로 바라보면 좋을 것 같아요.
89,일반,시계가 울리는 시간이야. 오늘은 중요한 회의 시간이야. 그래서 빨리 준비하고 있어. 지금은 10분이야 20분 남아. 회의실로 가면 15분 정도 더 기다려야 해. 빠르게 다니자!
90,일반,무서움 주제로 6줄의 한국어 대화문: 어디서 무서운 게 있을까? 그 집 근처야 소리도 안 나네. 그래서 가야겠어 무슨 일이 있겠어? 그냥 불편한 느낌이야 가자. 그 집은 오랜 시간부터 꺼져 있지. 그래도 아무도 들어가지 않겠군.
