idx,class,conversation
3010,일반,막차가 너무 부담돼. 일단 안전한 거리를 선택해야 해. 그럼 나는 막차 없이 갈까? 도로 주행은 더 빠르고 편할 거야. 막차가 아니더라도 비상 상황에는 대체할 수 있어. 그래서 무서워하지 말고 준비해서 가면 돼.
3011,일반,안녕하세요? 어디서 만나셨나요? 저는 네트워크 이벤트에 참석하고 있어요. 그럼 함께 가볼까요? 어떤 이벤트인지 궁금해요. 네 저도 함께 가면 좋겠네요. 시간과 장소를 정해보죠.
3012,일반,신메뉴가 정말 맛있어 보인다! 너도 한번 봐야겠어. 오늘 먹었는데 그걸 좀 더 좋아지게 했어. 새로운 메뉴가 많이 도움이 된다고 하더라. 너도 가보고 좋은 생각들어!
3013,일반,"게임을 취미로 즐기는 사람들이 하는 대화는 다음과 같습니다: ""오늘 게임을 하러 갈까?"" ""아 정말 싶어서!"" ""어디서 가려?"" ""그곳에 새로운 게임이 나왔는데요."" ""정말 그런가요? 어디 가려?"" ""나도 관심 있지만 시간이 너무 부족하네요."""
3014,일반,운동을 취미로 시작하자. 처음에는 다니기 힘들었는데. 점점 몸을 풀어가면서 기분이 좋아졌어. 이제는 매일 꾸준히 운동하는 거야. 이렇게 살면 건강도 좋고 기분도 좋아질 거야.
3015,일반,배달앱 메뉴 추천해줘. 요즘 어떤 음식이 인기 있는가? 새로운 곳도 있어서 봐야겠어. 추천해주는 사람이 있을까? 온라인에서만 볼 수 있는 것 같아. 어디서 주문해도 좋아!
3016,일반,주차 자리가 없는데 어떻게 할까? 공원 한쪽에 박힌 것 같아. 그럼 근처 카페 가서 잠깐 쉬어. 여기서 주차도 없는 것 같아. 괜찮으면 주차장으로 가보자. 그래야 더 많은 자리를 찾을 수 있을 거야.
3017,일반,"아 만날 장소를 고르는 게 힘들까? 여기와 그곳에 가면 좋을 것 같아. 그래서 서로 말씀해보자. ""카페""라고 말하면 되겠어. 혹시 ""파크""가 좋아? 아니면 ""레스토랑""? 어떤 곳이든 함께하니까!"
3018,일반,사기가 있을까? recent posts seem suspicious. I'm going to report this. It's not normal for posts to be like this. Do you have any idea who did this? We need to find out who posted this fake news.
3019,일반,포인트 적립은 어떤 이유로 문의하셨나요? 우선 포인트 적립 기준을 확인해보겠습니다. 그럼요 포인트 적립이 필요한 부분은 어디인가요?
3020,일반,안녕하세요! 요즘 날씨가 참 좋네요. 그렇죠 밖으로 나가니 어떠신가요? 저도 그렇게 생각하고 있어요 함께 산책 해요. 그럼요 만나서 반갑습니다! 오늘은 어디 가실까요?
3021,일반,아 실패해서 우울해 보이네. 무언가 잘못되었던 것 같아. 그럼 나도 같이 생각해보자. 일단 왜 이런 일이 발생했는지 살펴봐야겠군. 그 후에는 어떻게 해야 할지 고민해야겠어. 그래서 이제부터 더 신중하게 접근해보자.
3022,일반,친구와 싸운 후 이렇게 고민할까? 아마 그날도 잘못된 게 많았을 거야. 그럼 어떻게 되겠어? 다시 싸우지 않을까? 그 친구랑 좋은 관계 유지하고 싶다. 그래서 둘 다 서로 생각해봐라. 그냥 시간이 지나면 분위기가 좋아질지도 몰라.
3023,일반,정말 잘한 일이 많아! 요즘 너무 바빠요. 언제가든 시간을 내서 하는 게 사실이지. 최근에 새로운 프로젝트 시작했는데 정말 기대돼요. 팀원들과 함께 열심히 노력하고 있어요. 이런 일이 많으면 하루라도 쉬어지는 것 같아. 작은 일에도 감사하고 큰 일에도 열심히 노력해야겠어.
3024,일반,아 오늘 시험에서 실패했어. 정말 우울해. 그래서 그냥 집으로 가서 혼자 생각하기로 했어. 그때마다 마음은 아프지만 또 다른 선택이 없어. 일단 잘못한 걸 깨닫는 것도 중요하니까. 다음번 시험에는 더 열심히 준비할게. 그럼 지금 이 기분을 지워야겠어.
3025,일반,왜 나의 돈이 어디에 있었는지 모르겠어. 지갑이 사라졌으니 당연히 걱정돼. 새로운 지갑 만들기로 했는데 어떻게 해야 하나? 먼저 모든 카드와 신용카드를 보고봐. 그리고 신용카드 리포트도 같이 봐. 이렇게 하면 다음 번에 안 될 거야.
3026,일반,네 물론입니다! 다음은 [잘한 일 자랑] 주제의 6줄 한국어 대화문입니다: 아 요즘 잘 지내네! 최근에 새로운 직장을 옮겼단다. 정말 축하해! 그러면 이번 주말에 함께 커피 먹으면서 이야기를 나눌까. 응 정말 기뻐! 그런데 오늘 저녁 회의 후 바로 여기와 오게 됐지. 정말 운명이야! 그러면 내일부터는 항상 시간을 내어 볼래. 좋아요 그렇게 하면 정말
3027,일반,아 오늘 약속이 취소돼네? 그래서 이제 후회하지 않니? 응 그냥 다른 날에 다시 잡아서 돼. 다른 사람도 기다리지 말라고 했잖아. 그럼 다음 번 더 신경 써서 할까?
3028,일반,배달앱 메뉴 추천 좀 봐? 저는 피자와 볶음밥 추천해요. 그럼요 너는 어떤 것을 먹고 싶어? 나침밥도 맛있겠네. 어떤 걸 먹으면서 같이 보는 건 어때? 그럼 함께 주문해보자!
3029,일반,건강검진 결과가 나왔는데 무엇을 해야 할까? 의사님께서도 건강 상태를 잘 점검하셨다고 하더라. 그래서 이번 주에 꼭 병원을 가야겠어. 병원에 가면 안심하고 잘 봐줄게요. 그리고 요즘 건강에 신경 쓰고 있는 분들께도 추천드려요. 건강이 가장 중요한 것 같아 자주 검진하세요.
3030,일반,안녕하세요? 저럴까요? 아 저녁 늦게요. 무슨 일 있으신가요? 집으로 돌아가셨어요? 혹시 제가 도와드릴 일이 있나요? 그렇군요. 요즘 바쁘신 것 같아요. 만나기 전에 죄송합니다. 그래서 다시 만날 수 있을까요?
3031,일반,아 무슨 일이 있었는지 궁금하네. 언젠가 우리 사이에 오해가 생겼던 걸 기억해. 그때 어떻게 느꼈는지 잘 모르겠어. 우리를 이해하지 못한 사람도 있을까? 혹시 내가 잘못했는지 걱정돼. 이건 함께 해결해야겠어.
3032,일반,게임을 취미로 즐기는 이야기를 주제로 한 6줄의 한국어 대화문입니다: A: 요즘 게임을 얼마나 즐겨봐? B: 거의 매일 시간을 내어 게임을 하네. C: 그럼 내가 새로운 게임을 예매할게. D: 정말라면 함께 플레이해도 좋겠어. E: 그럼 그날 정해봐. C: 네 그렇게 해요.
3033,일반,안녕하세요! 갑자기 소방관이 들어와서 화재를 막으라고 했어요. 무슨 일이 있었는지 모르겠지만 빨리 밖으로 나가야 한다고 해요. 저는 여기 업무를 하고 있었는데 지금 무슨 일인지 몰라요. 화재 경보가 울려서 모두 출입 금지라고 했어요. 이건 정말 위급한 상황 같아요. 걱정이네요. 빨리 도움을 요청해서 나가야 한다고 해요.
3034,일반,신메뉴 진짜 맛있어 보였다. 첫 번째 메뉴는 특별한 맛이 있었어. 두 번째 메뉴도 너무 좋았는데. 이곳에서의 식사 정말 만족했어. 다음 방문할 때 더 많은 메뉴 주문할 거야. 서비스도 훌륭했으니 다시 올 때면 꼭 가봐야겠어.
3035,일반,아 무슨 일이 있었던가? 그래서 만나지 못해 죄송해. 다른 시간에 다시 만나자. 그럼 그렇게 해요.
3036,일반,불면증 고민이 뭐야? 어떤 이유로 불면증이 생긴 거야? 그동안 어떻게 느꼈니? 지금이라면 어떻게 해줄까? 전문의와 상담하는 것도 좋은 방법이야. 자신을 잘 돌봐주는 것이 가장 중요하니까.
3037,일반,네 알겠습니다. 전화 재연결 완료됐네요. 잠시 연결이 끊겼던 것 같아요. 안심하셔도 괜찮습니다. 다시 연결되었습니다. 이번에는 더 안정적으로 연결될 것 같아요. 다시 한번 연결을 확인하겠습니다. 모든 것이 정상적으로 작동하는지요?
3038,일반,안녕하세요? 늦었네요. 무슨 일이 있나요? 정말 늦었어요. 네가 전화했기 때문에요. 어떤 일이 있었나요? 네가 집에 있겠군요. 어떤 일이 있었는지 모르겠어요. 그럼 내가 가서 봐죠.
3039,일반,회사 근처에 새로운 맛집이 생겼네요! 저녁 식사에 가보고 싶어요 추천해 주세요. 그럼 그곳에 가볼게요 분위기가 좋을 것 같아요. 어떤 메뉴를 봐도 당연히 시음해 볼게요. 그냥 가서 맛보기 좋은데요. 그곳에서 좋은 시간 보내실 거예요!
3040,일반,비 오는 날에는 따뜻한 음식을 먹는 게 좋겠는데. 오늘은 김치찌개와 불고기를 준비할 거야. 그럼 내일은 비빔밥이나 라면 먹으러 생각해. 비가 오면 집 안에서 요리만 해도 돼. 요즘 날씨 때문에 외출하기에도 어렵겠군.
3041,일반,길이 막혀서 이제 시간이야. 그럼 집으로 가야 할까? 나침판 보고 더 가야 할까? 이건 좀 스트레스 받는 것 같아. 다른 길 찾을까? 시간 봐줄 수 있을까?
3042,일반,책 읽는 취미에 대해 얘기하자. 나도 책 읽는 것을 좋아하지만 시간이 많지 않아서. 그래서 중요한 책은 모두 읽었어요. 이제는 소설만 읽고 있겠죠. 읽은 책마다 다른 감동을 줘요.
3043,일반,시험이나 면접에 정말 불안해? deep breaths하고 positive thinking help! 실험실이나 회사 앞으로 가는 자신을 믿어. 굳게 준비하고 자신감을 가지자. 그럼 좋은 결과가 기다리고 있을 거야. 행복한 마음으로 출발하자.
3044,일반,여기서 왔나요? 어디가요?
3045,일반,배터리가 없어서 급히 통화해야 해. 안타깝지만 지금 인터넷 cafes에 가서 예매할게. 다시 만나면 잘 놀러봐.
3046,일반,스트레스 많이 받는 것 같아. Deep Breathing을 해보자. 숨을 깊게 들이마 and hold. 그리고 short Walk을 해볼까. 공원으로 가서 다니면 마음이 편안해질 거야. 또한 to-do List를 짧게 정리해보자. 하루에 한 가지씩 해결해 나가면 괜찮아. 그리고 friends나 family와 시간을 보내보자. 사랑하는 사람들과 대화를 나누면 스트레스가 줄어들어. 이렇게 하면 조금씩 마음이 편안해질 거예요.
3047,일반,요즘 일이 많아서 영수증 다시 보내야 하는데 그럼 언제 다시 보내야 할까? 일주일에 한 번으로 해도 될 것 같아. 그래서 다음 주 월요일에 보내볼까. 그럼 괜찮겠어?
3048,일반,체력 떨어진 느낌 최근 운동 많이 하지 않아서 이렇게 느껴. 그럼 앞으로 더 신경 써서 운동하자. 현재 상태라면 휴식도 필요할 것 같아. 운동 후에 힘이 더 생기면 어떨까? 휴식도 필요하지만 체력이 떨어지는 걸 싫어. 앞으로 균형 있게 생활하자.
3049,일반,아 오늘 약속이었는데... 갑자기 취소해? 그래서 나한테 오지 않겠다고 했던 것 같아... 왜 그럴까? 무슨 문제가 있으니까? 아마 다른 계획이 있겠지만... 그래도 말씀해주었잖아. 이건 처음이지? 그런데 왜 그렇게 무조건? 그럼 앞으로는 더 신뢰할 수 있을 것 같아.
3050,일반,회사 근처에 맛집이 있어서요. 그곳에 갈아본 적 있어요. 맛있다니요. 이번에 한번 가보자고요. 주변에 길이 없어서 꼭 가야겠어요.
3051,일반,저는 혼자서 사진 찍는 걸 좋아해요. 주말마다 새로운 장소를 탐방하고 싶어요. 그럼 이번 주말에는 도서관까지 가볼래요. 그곳에서 다양한 카메라 설정을 배우고 싶어요. 또한 사진을 편집하는 소프트웨어도 익히고 싶어요. 이렇게 취미생활을 통해 새로운 경험을 얻어요.
3052,일반,문자 보낼까? 통화 하는 건 어때? 그럼 내가 전화할게. 요즘 문자 더 편해. 통화 하면 실시간이야. 내가 생각한 대로 될까?
3053,일반,소음 신고했어요. 무슨 일이 있었는지 설명해 주세요. 문이 부딪히는 소리 들렸는데 아무도 없어요. 다시 한 번 소음이 나는 곳을 말씀해 주세요. 만약 필요하다면 경찰에 신고해 주겠어요. 오늘 밤에는 짜증나게 들린 걸요. 정확한 위치는 어디인지 알려주시면 좋겠어요.
3054,일반,환불 규정을 알고 계신가요? 만약 아니신다면 공식 웹사이트를 참고하시기 좋겠습니다. 환불 가능성에 대한 조건은 계약서에 명시되어 있습니다. 혹시 궁금한 점이 있으시면 고객 서비스팀에 문의해 주세요. 반면 계약서의 조건을 꼼꼼히 읽어보시는 것이 좋습니다. 이렇게 하면 환불 가능성에 대한 오해도 없습니다.
3055,일반,회사 근처에 새로운 맛집이 생겼네요! 어떤 곳인지 추천해 줄 수 있을까요? 저는 근처에 있는 '한적한집'을 좋아해요. 그곳의 김치찌개 정말 맛있더라고요. 그럼 함께 가볼까요? 즐거워보죠!
3056,일반,회사 근처에 새로운 맛집이 생겼어. 너도 가보고 싶어? 그곳의 김치찌개 정말 맛있더라. 이번에 한번 가보자. 회사 끝에서 한 발만 더 걸어봐.
3057,일반,안녕하세요? 잘못 걸린 걸까요? 네 제가 걸었던 번호가 맞나요? 아마 저녁 시간에 걸렸던 것 같아요. 그럼 제가 다시 걸어보도록 하겠어요. 혹시 제가 걸었던 번호를 알고 계신가요? 그렇다면 제가 걸었던 번호가 맞다고 생각하죠.
3058,일반,신메뉴 진짜 맛있다! 여기서 먹던 바비큐는 정말 최고야. 처음엔 조금 두려웠지만 한번 먹으면 더 보고 싶은데. 가격도 적당해서 가면 더 좋을 것 같아. 다음 번에 또 와야겠어. 이곳 꼭 추천해 줄게!
3059,일반,통신 소리가 끊길 때 무슨 일이 일어났어? 그런데 다시 연결되는데. 무슨 문제 있었을까?
3060,일반,비가 와서 약속을 고민해? 그래서 당장 집에 가는 건 어떨까? 나중에 또 연락할래.
3061,일반,아 근데 몸이 진짜 피곤해지는 느낌이지. 마치 운동 후에 힘이 들러가듯이. 오늘은 집에서 쉬면서 좀 더 휴식을 취할까. 나머지 시간에는 가벼운 산책도 해볼게. 그럼 충분한 휴식만 하고 다음 주에 다시 힘내자. 건강을 위해 이제 순간을 맞추자!
3062,일반,포인트 적립에 대해 궁금한가요? 저는 포인트 적립 시스템에 대해 잘 알고 있습니다. 혹시 필요한 정보가 있나요?
3063,일반,네 알겠습니다. 다음은 부재중 전화 해명을 주제로 한 6줄의 한국어 대화문입니다: - 안녕하세요 어디서 말씀하시는지요? - 네 저희 집 근처에요. 문제가 있으신가요? - 아니요 그냥 전화 해명을 해주시면 돼요. - 그럼요 저희 케이블이 끊어졌어요. - 그렇다면 인터넷도 끊어지셨겠죠? - 네요 그래서 이렇게 전화 해명을 해드렸어요.
3064,일반,네 요리나 베이킹에 대한 취미 이야기를 주제로 한 대화문을 만들어 드릴게요. 당신: 요즘 요리하고 있어요? 저자: 정말? 어떤 음식을요? 당신: 네 주말에 새로운 레시피 시도해봤는데요. 저자: 그럼 사진 찍고 싶었어요? 멋진 사진 찍은 것 같아요. 당신: 네 다음 주말엔 피자 만들려고 해요. 저자: 맛있게 만들어 줄게요!
3065,일반,야식 먹을지 말지 고민 아 요즘 좀 피곤해서 야식 먹는 게 어떨까? 나머지 아침에 운동도 하자니. 혹시 맛있는 음식을 추천해줄 수 있을까? 저는 피자를 먹으면서 스트레칭도 할까. 어떤 걸 선택하든 괜찮겠지.
3066,일반,스트레스 많이 받는 것 같아. Deep breathing exercises 도와줄까? 물론이죠 몇 번 숨을 쉬면서 마음을 가라앉혀보세요. 또한 short walk outside에도 좋다고 해요. 그 외에도 meditation이나 yoga도 도움이 될 거예요. 언제든지 이런 방법들을 시도해보세요.
3067,일반,배터리가 없어서 급히 통화해야겠네. 빠르게 연결해보자. 그럼 여기서 끝내고 다른 번호로 연결할까? 아니면 다른 사람과도 연락할 수 있을까? 그래서 바로 연결해볼게. 다른 번호로 연결하긴 어때?
3068,일반,드라마나 영화 보는 건 어떨까? 어제 새 드라마 보셨는데 정말 흥미로웠다. 그럼 이번 주말엔 새로운 영화 몇 편 보러 갈까? 어떤 영화가 나오는지 미리 확인해봐. 그럼 내가 검색어플에 들어갔어. 다음 주말까지 모두 봐야겠어.
3069,일반,아 무슨 일이 있었는지 궁금하네요. 언제쯤 사실을 말할 수 있을까요? 그동안 정말 아쉬웠어요. 내 말은 사실이지. 미안해 정말 미안해. 우리는 서로를 더 잘 이해해야 해요.
3070,일반,책 읽는 취미에 대해 얘기해보자. 나도 책 읽기를 좋아하지만 시간이 많아. 그래도 작은 시간이라도 잘 읽으면서 보내는 게 좋다. 앞으로 더 많은 책 읽기로 목표를 세울게. 당신도 책 읽는 취미가 좋으셨길 바래.
3071,일반,비 오는 날에는 밖으로 나가기 어렵잖아. 그래서 집에서 즐길 수 있는 음식을 고를까. 파스타나 피자 아니면 김치찌개와 불고기? 무슨 걸 선택할지 고민 중이야. 언제든지 집에서 맛있는 음식을 즐기면 좋겠어. 가끔 외출도 있으면 좋겠는데 비가 오면 안돼.
3072,일반,주차 자리가 어디 있을까? 모든 자리가 차있다니 바쁘게 주차장 돌아다니는데... 어디서라도 자리가 없는 것 같아. 다른 곳으로 가볼까 공원 주차장 봐요.
3073,일반,시험이나 면접에 불안해? 걱정하지 말자 준비가 중요해. 심리 시험은 무조건 좋아! 면접 질문 하나하나 꼼꼼히 알아. 자신감 있게 답하자 좋은 결과 있을 거야!
3074,일반,문자를 보는 건 어때? 그럼 내가 다운로드할게. 어디서 시간을 보내야 할까? 그냥 집에 가서 보는 건 어떨까? 그럼 친구들과 같이 갈까? 그렇게 시간도 잘 지나겠네.
3075,일반,야식 먹을지 말지 고민 아무래도 오늘은 집에서 야식 먹으러 가야겠어. 그럼 내가 요리할까? 혹시 요리하고 싶은 것이지. 그냥 집에서 간단한 볶음밥 만들자. 그럼 나는 신선한 재료를 사서 직접 만드릴게. 그렇다면 오늘은 별로 먹지 않아서 가자. 그럼 집에서 맛있는 밥 먹으면 돼.
3076,일반,집 열쇠가 어디에 있었는지 모르겠어. 아마도 바닥에 잃어버린 거야. 그럼 다시 만드거나 가족들에게 빌려봐야겠어. 가족들이 모두 집에 있으면 돼. 나중에 다시 찾으면 될 것 같아. 그럼 이제 집안일을 마무리하자.
3077,일반,어떤 전공을 선택할까? 저는 컴퓨터과학을 좋아하는데요. 그럼 대학원 가는 건 아니겠지? 대학원을 다니면 더 오래 일해야 해서... 정확히는 저는 어디 가야 할지 모르겠어요. 일단 생각에 집중해보자고요.
3078,일반,문서를 다시 보내주세요. 왜 재발급이 필요한지 설명해 주세요. 이번에 필요한 정보는 무엇인지 알려주세요. 빠르게 확인해 드리겠습니다.
3079,일반,점심 메뉴 못 정해서 고민이네? 저도 모르게 여러 가지 생각돼. 그래서 서로 권해봐볼까? 나도 몇 가지 추천해볼게요. 언제든지 같이 가면 돼. 어떤 메뉴든 맛있을 것 같아!
3080,일반,비 오는 날에는 따뜻한 음식을 먹는 게 좋겠어. 그래서 뜨거운 국물 요리나 파스타는 어울릴 것 같아. 혹시나 떡볶이든 불고기든 먹고 싶은 마음이 들어. 이렇게 따뜻한 음식을 먹으면 날씨도 좋아질 것 같아. 오늘은 집에서 직접 요리해볼까? 그럼 필요한 재료랑 구입해볼게.
3081,일반,쿠폰 코드 적어서 사용해! 먼저 쿠폰 확인하고 필요한 것 골라야. 코드 입력하면 할인되니 쉽게 이용해!
3082,일반,안녕하세요! 오늘 약속 시간이 조금 달라졌어요. 저녁 8시에 만나기로 했는데 몇 분 늦게가 될 것 같아요. 그럼 9시로 미리 오시는 건 어때요? 혹시 더 조용한 시간으로 바꿀 수 있을까요? 시간이 바뀌면 다시 확인드리겠습니다. 당신도 괜찮을 것 같아요!
3083,일반,안녕하세요? 통화가 끊겼네요. 잠시만 기다려 주세요.
3084,일반,안녕 잠이 잘못 들었나? 그럼 그냥 눈을 감고 잠들어도 돼. 내가 잠깐 자주자. 여기 이불에 누워봐. 그냥 깜박임으로 일어나도 괜찮아. 자기만 해 내일 더 잘 수 있을 거야.
3085,일반,소음이 심하네요. 어디서 들렸는지 알려줄 수 있나요? 아마도 건물 근처에서 들리는 것 같아요. 함께 조사해보죠. 만약 소음이 계속된다면 관리사무실에 문의해보는 것도 좋겠어요. 그렇다면 바로 출입부로 가서 신고해도 어떨까요? 그때마다 들리는 소리인데 무슨 일이 있겠네요. 지금 바로 확인해볼까요?
3086,일반,주말에 몰아서 잠 자기? 집에 돌아와서 바로 잠들자. 그럼 침대 위에 베개만 놓아. 아침엔 운동할까? 나머지 시간에는 책 읽으러. 취미가 많다니 정말 바쁘네.
3087,일반,응 무슨 일이 있었는지 설명해줘. 저녁 식사 중에 갑자기 불이 나서. 전화로 화재 경보를 울렸어. 모두 빠르게 대피했지. 이젠 소방관들이 상황을 통제 중이야. 화재가 잘 막혀서 큰 피해 없이 탈출했어.
3088,일반,스트레스 많이 받는 것 같아. Deep-breathing exercises 도와줄까? 물론이죠 alongside relaxation techniques도 함께해. Progressive Muscle Relaxation도 추천드려요. 그리고 good sleep과 healthy diet도 중요하니까요. 이렇게 하면 스트레스가 조금씩 줄어들 거예요.
3089,일반,정말 잘 했는데 너도 같이 갈아볼래? 저녁에 회사에서 좋은 결과를 냈어. 그냥 이야기할까? 나도 듣고 싶어. 그럼 오늘 밤에 만나서 얘기할까? 오늘 밤에 맞춰보자.
3090,일반,주차 자리가 어디 있을까? 모든 자리가 차서 안 가는 것 같아. 그럼 공터에서 걸어갈까? 바람이 불어서 안 가는 것 같아. 어떤 곳에서라도 가야 해. 자차도 챙겨서 출발하자!
3091,일반,막차에 걸리면 안 되겠네. 그래서 신속하게 통과해야 해. 가족들과 함께 가면 더 걱정이지. 빠르게 이동하면 되니까요.
3092,일반,통화 소리가 끊겼네요. 무슨 문제가 있나요?
3093,일반,허리나 목 통증이 너무 들까? 어떤 경우라면 휴식만 해도 될 것 같아. 혹시 운동량을 줄어들어도 될까? 또는 따뜻한 찻집에서 쉬는 게 좋겠어. 그럼 오늘은 특별히 운동 하지 말자. 목에 힘이 가는 걸 좋아해.
3094,일반,상사 때문에 스트레스 많이 받으세요? 그런데 무슨 일이 있더라도 최선을 다해 해결해보죠. 상사님께 항상 존경을 표며 솔직하게 의견을 전달하려고 해요. 스트레스도 많이 들지만 업무에 임할 수 있도록 힘내세요. 상사님께서 이해해주신다면 정말 감사하겠습니다. 언제든지 도움이 필요하면 말씀하세요.
3095,일반,아 카드를 잃어버렸네. 왜 이렇게 당황했니? 여기있어. 돌려보면 아니겠지. 신분증과 같은 중요한 거라서. 바쁘게 다시 찾아와줘.
3096,일반,아 길 잃었다. 서로 돕는 게 최고할 것 같아. 여기서 공연 중인 음악가분 여기로 가야 할까? 너도 모르겠네. 그래서 함께 길 찾으면서 이야기를 나누면 어떨까? 우선 길을 찾아보자. 그러면 다른 것도 생각날 거야.
3097,일반,응 무슨 일이 있겠어? 도망가야 할 듯 같아. 빠르게 연락해봐 내가 도와줄게. 이건 심각한 일 같아 지금 바로 해야 해. 왜 그렇게 되었는지 말해봐 내가 돕겠다. 당신이 잘 해결해 줄 수 있을 거야.
3098,일반,혼자서 책 읽으러 갔다. 그날 본 소설 정말 흥미로웠어. 다른 사람들과 얘기나누는 건 편해. 만약 가끔 친구들이 함께 해도 좋겠어. 그냥 일상 속에서 즐거운 시간 보내는 게 좋지. 취미생활이 이렇게 평범하게 흥미롭게 느껴져.
3099,일반,오늘 약속했는데 갑자기 취소하더라. 왜 이렇게 했는지 알 수 없었어. 실망해. 그냥 연락해 주셨으면 했었는데 이렇게 하지 않으니까. 다른 날 다시 약속해보자고 했지만 이제는 안 될 것 같아. 믿을 수 없어. 이런 일이 반복되면 안 될 거야.
3100,일반,상품이 불량이라서 교환할 수 있을까? 물론입니다 교환 절차 설명 드릴게요. 먼저 구매 증빙 서류를 준비하세요. 점원에게 데스크로 와서 요청하면 됩니다. 교환이 완료되면 다시 연락 주세요. 감사합니다!
3101,일반,혼밥으로 가볼까? 그럼 내가 요리할게. 오늘은 같이 먹자. 그럼 어디가 좋을까? 나머지 오늘은 혼밥으로 해.
3102,일반,카페에 가서 메뉴를 고를까? 먼저 디저트를 봐야겠어. 쿠키나 케이크로 시작할까? 그리고 음료를 고르자면 커피나 차가 좋겠어. 커피라면 라떼 하나 주문할게. 음료 없이 간단하게 샌드위치 먹으러 갈까?
3103,일반,메뉴를 보고 고르느라 망설이고 있지? 어떤 음료가 좋아? 커피나 차인지? 커피라면 블랙커피나 카페토리코? 차라면 초콜릿밀크나 일반차? 어떤 걸음을 선택하든 맛있게 드실 거야. 당신의 선호도에 따라 선택해보세요!
3104,일반,안녕하세요? 통화 소리가 끊깁니다. 무슨 일이 있습니까? 다시 연결해 드릴까요? 네 다시 연결해 드리겠습니다. 그럼 지금 다시 연결해보죠. 정말 괜찮습니다.
3105,일반,안녕하세요! 요즘 베이킹에 많은 시간 보내고 있어요. 새로운 레시피 도전하기도 하고 오래된 레시피 다시 해보기도 하고요. 어제는 케익을 만들었는데 맛있게 나왔더라고요. 이번 주에는 모짜렐라 피자를 만들어볼게요. 가족들이 먹을 수 있는 요리를 항상 선호해요. 취미로는 요리에만 집중하고 있지만 다양한 음식을 즐겨요.
3106,일반,상품이 불량이라서 교환해 줄 수 있을까요? 물론입니다 교환 절차 알려드릴게요. 먼저 상품 사진과 상태를 설명해 주세요. 그리고 구매 receipt을 준비해 두시면 더 빨리 처리됩니다. 이렇게 하면 바로 교홉을 할 수 있을 거예요. 다음 주점에 다시 방문해 주세요. 감사합니다!
