class,conversation
4,아 운동을 생각하느라 힘들다. 그래서 오늘은 그냥 휴식을 취할까? 당신은 어떤 운동을 하는 게 좋으신가요? 저는 가벼운 걷기나 요가 좋아요. 혹시 운동을 시작하기 전에 챙길 만한 점이 있나요? 물론이죠 먼저 몸을 적응시키고 충분히 스트레칭해야 해요. 운동 후에는 항상 충분한 수분을 섭취해야 해요.
4,미팅 오늘 미팅이 있어서 그럼 준비해볼게. 회의실에 일찍 도착해서 괜찮겠어? 그래서 오늘 밤에 정리하고 가볼까. 시간은 오전 10분부터 시작할 거야. 그럼 내일 아침에 바로 시작할 것 같아. 모두 준비가 되면 좋겠어 화이팅!
4,검사 제품이 정상적인 상태인지 확인해야 해. 공장 직원 알겠는데 몇 가지 문제가 있어. 검사 어떤 문제가 있는지 말씀해 주세요. 공장 직원 부품이 빠져나와서 제작되지 않았어요. 검사 바로 고치면 될까요? 공장 직원 물론입니다 빠르게 고쳐드리겠습니다.
4,경찰 요즘 공공장소에서 무슨 일이 일어나는지 주기적으로 확인하고 싶어요. 주민 그렇다면 경찰관들이 더 많이 현장에 배치되어야겠어요. 경찰 네 맞아요. 그리고 시민들도 긴급 상황 발생 시 신속하게 연락할 수 있도록 유도해야겠죠. 주민 아니요 일단 경찰관들도 충분히 있지만 시민들의 협조가 중요해요. 경찰 그렇다고 시민들이 경찰서에 직접 와서 정보를 제공하는 것은 어렵겠죠. 주민
4,얼굴이 참 아름답죠? 그렇다면 오늘 얼굴 잘 챙겼을 것 같아요. 나도 얼굴을 잘 꾸미기로 했어요. 그럼 함께 가면 더 멋지겠죠? 아니면 그냥 자연스러워서 좋아할 거예요. 얼굴은 아무리 잘 챙기든지 마음은 열심히 해봐요.
4,국가 이 키워드를 주제로 6줄의 한국어 대화문 1개 만들어줘. 답변 예 이번 주말에 뭐 할까? 영화 한 편 보는 건 어때? 그럼 내가 예매할게. 언제 가고 싶은지 좀 더 정해봐. 그럼 주말이 더 즐거워질 것 같아. 좋아요 오늘 바로 예매할게요.
4,회식 주제로 6줄의 한국어 대화문 당신 이번 회식에 참석할 생각 있으신가요? 친구 네 요! 많은 분들이 오게 될 것 같아요. 당신 그럼 저녁에는 함께 가실 수 있을까요? 친구 물론이죠! 어디 가시겠어요? 당신 근처 요리에 가면 어떨까요? 맛있겠네요. 친구 좋겠네요! 그럼 저녁 8시에 맞아요. 당신 그때 맞춰요! 그럼 준비한 게
4,오늘 일정이 바빠서 자책 중이네. 그래서 그냥 집에서 쉬는 건 어떨까? 아니면 책 읽기도 괜찮을 것 같아. 무엇든지 하루를 잘 보내자. 일상 속에서도 행복을 찾는 게 중요하니까. 그냥 자연스럽게 시간을 보내자.
4,아침에 일어나자마자 커피를 마셔야 해. 그리고 아침 식사에는 오트밀과 요거트를 먹으면 좋겠어. 오전에는 택시를 타고 공원 산책을 하자. 저녁에는 친구들과 같이 레스토랑에 가서 음식을 즐기자. 이렇게 하루를 보내면 충분히 만족스러울 것 같아. 일상의 소소한 일들이 이렇게도 조화롭게 연결돼.
4,패딩에 대해 이야기해보자. 패딩 신으려면 어떤 종류가 좋을까? 일반적으로 소프트 패딩을 추천해. 그러면 바지 패딩도 잘 어울릴 것 같아. ! 그리고 워스터프도 고려하면 완벽할 거야. 그렇다면 이번 주말 패딩 쇼핑 가야겠어. 정말라면 다양한 스타일로 가보고 선택해보자.
4,머리카락이 썩었니? 아마도 요즘 자주 헤어브러시 하지 않아서 썩었겠지. 머리카락 세척하기 전에 미지근한 물로 씻는 게 좋다. 또한 머리카락에 진공기를 넣어주면 더 잘 썩어. 헤어드라이어로 말린 후에는 바로 세척하는 것이 중요하니까. 정기적으로 관리하면 썩는 것을 방지할 수 있어.
4,가방을 얼마나 들었니? 나도 많이 들었어. 어디 가볼까? 집으로 가는데 필요하신 게 있으면 말해. 아마도 새 옷이나 이런 게 있겠지. 그렇다면 바로 챙길까? 그럼 이제 떠나봐. 안전하게 가!
4,아 최근에 스트레스 많이 받았어? 정말 그렇게 느끼면 걱정은 필요해. 일상 속 작은 것들 하나하나 챙기자. 그럼 오늘은 스트레스 해소 시간이라서 산책이나 운동하자. 몸과 마음 모두 좋겠어. 그럼 함께 나가자. 너도 힘들까?
4,협박이네 시간이 너무 되네? 네 요즘 너무 바빠서. 그렇다면 지금 당겨야 해? 어땠으면? 우리 만나서 얘기할까? 그러면 안 될 거야. 지금 어디서? 근처 카페야 그럼 가서요.
4,거래 주제로 대화문 만들기 예시입니다 이번 주에 어떤 거래가 있었나요? 요즘 바쁘게 살다가 최근엔 별로 없던 것 같아요. 그렇다면 이번 주에 뭐 해봤나요? 주말에 친구와 같이 산책을 했는데요 아니면 직장 외에 특별한 일이 있었나요? 네 별 일 없었습니다만 월요일에는 새 컴퓨터를 받았어요. 새 컴퓨터라니 정말 신나네요! 어떻게 받으셨나요?
4,애기는 요즘 너무 바빠서 놀 수 없다는 말을 들었는데 무슨 놀 것이 있겠어? 그냥 집에서 보면서 좋아할 만한 영화 찾아볼 거야. 엄마가 요즘 잠깐만 자라고 있어서 내가 잠깐만 자고 싶다고 말했어. 엄마가 기분이 좋으면서 내가 기분이 좋을 줄이야! 이번 주말엔 진짜 휴식을 취하고 싶어.
4,알바생 오늘 늦게 늦게로 일하고 왔는데 근무 시간은 언제야? 선생님 근무 시간은 오전 10시부터 오후 6시까지야. 알바생 그러면 저녁 6시부터 8시까지는 여유가 많다니. 선생님 네 그렇게 계산하면 충분한 여유가 있을 거야. 알바생 고마워 선생님. 오늘 일하고 싶은 일이 더 생겼네. 선생님 언제든지 말씀해 주세요 도와드릴게요.
4,주말이 다가왔는데 어떻게 보내야 할까? 언제든지 여행 가는 것도 좋겠는데. 이번 주말엔 좀 더 안정적으로 계획을 세워봤는데. 그럼 내일부터 일주일간 휴가를 가자! 여기서 근무하고 지루할 때마다 이런 생각이 들어. 오늘도 열심히 일하다가 잠깐 쉬어가자!
4,얼굴이 어떻게 변하는지 궁금하네. 아마도 피부 관리가 잘 되어 있겠네. 그래서 얼굴이 참 맑아지는 것 같아. 지금 사진 찍어보면 어떨까? 나머지 친구들도 얼굴 관리 잘 하는 것 같아. 이렇게 꾸민 얼굴은 정말 아름답네.
4,성공 우리 회사의 성과가 정말 훌륭하네요. 저희는 이번 분기 동안 목표보다 20 더 성과했어요. 이렇게 좋은 결과를 얻기 위해 노력한 팀원들 모두 박수할 준비가 되어 있어요. 앞으로도 이런 성과를 유지하기 위해 더 많은 노력이 필요할 거예요. 하지만 지금 이 순간 모두의 노력으로 이루어진 성공에 자부심을 느낍니다. 이 모든 일의 결과로 우리 회사는 다음 단계로 발전할 준비가 되어 있어요.
4,집착이 너무 심해! 그럼 오늘 외출은 피할까? 네 집안일만 하자. 그때 같이 하자! 그럼 시간 정해줘. 좋아요 내일 오세요!
4,정보 주제에 대한 대화문 예시입니다 정보 주제 최근 기술 발전 소식 대화문 최근에 새로운 스마트폰 모델이 출시됐는데요. 이 은 어떤 특징이 있나요? 첫째 화면 해상도가 높아져 더 선명한 이미지를 볼 수 있습니다. 둘째 배터리 수명이 길어져 하루 종일 사용하기 좋습니다. 그리고 새로운 카메라 기능으로 사진 찍기도 훌륭합니다. 이 정보가 관심 있는 분들에게 유용하겠네요.
4,목욕은 어때요? 요즘 날씨가 좋아서요. 집에 물이 있으면 바로 해볼까요? 요즘에는 베이킹사우나도 많이 사용해요. 어떤 종류의 목욕이 좋으세요? 요즘엔 스파도 가기도 좋아서요.
4,미래에 대해 이야기할 때는 낙관적이고 기대감을 주는 표현이 적합합니다. 다음은 그 예입니다 미래에 대해 생각해볼까요? 아마도 우리가 꿈꾸는 세상이 될 거예요. 그럼 우리는 노력해야겠죠. 우리 꿈을 이루기 위해 함께 노력해보자. 미래는 끝없이 펼쳐져 있으니 우리가 열린 마음으로 바라보면 좋을 것 같아요.
4,시계가 울리는 시간이야. 오늘은 중요한 회의 시간이야. 그래서 빨리 준비하고 있어. 지금은 10분이야 20분 남아. 회의실로 가면 15분 정도 더 기다려야 해. 빠르게 다니자!
4,무서움 주제로 6줄의 한국어 대화문 어디서 무서운 게 있을까? 그 집 근처야 소리도 안 나네. 그래서 가야겠어 무슨 일이 있겠어? 그냥 불편한 느낌이야 가자. 그 집은 오랜 시간부터 꺼져 있지. 그래도 아무도 들어가지 않겠군.
4,현금에 대해 이야기해보자. 우리 집에 있으면서 계산할 일이 많지. 오늘은 간단히 현금을 뽑아서 가는 게 어떨까? 그럼 지금 출퇴근 시간에 다가갈까. 현금이 많다면 좀 더 자주 여행도 갈 수 있을 것 같아.
4,아 오늘은 함께 저녁 먹으러 갈까? 그래서 네 집에 도착하면 바로 간다고. 그럼 네가 요리할 거랑 해? 네가 좋아하는 요리를 한번 시도해볼까? 그럼 네가 추천한 그 맛집에 가면 어떨까? 그때 네가 연락해줄 거라고.
4,폭탄이라는 키워드를 주제로 한 6줄의 한국어 대화문은 다음과 같습니다 1. 무슨 일 있었는지 궁금해. 2. 폭탄이 터진 걸 봤어. 참 신난 것 같아. 3. 그건 어디서 있었던 거야? 4. 경찰이 다와서 상황을 통제하고 있었어. 5. 그런데 근처에는 아무것도 없어. 6. 그럼 우리 집도 안전한 것 같아.
4,귀여움 주제로 아 우리 고양이가 너무 귀엽다. 그냥 잠들어서 있는 거 보면 정말 귀여워. 우리 고양이 이름은 미미야. 미미야가 눈을 감으면 언제든지 귀여워진다. 미미야가 잠들면 집도 모르고 털끝도 터진다. 미미야의 귀여움은 우리 집을 더욱 밝게 해준다.
