idx,class,conversation
2042,일반,피부 관리 정말 중요하네. 정기적으로 세안하고 토닝해야 해. 아포차어 사용하면 피부가 더 건강해지거라. 저는 수분 크림도 꼭 꾸준히 발라야 겜. 오일 클렌저도 자주 사용하면 피부가 밝아져. 피부 케어 루틴은 정말 중요한 부분이야.
2043,일반,발에 아픈데 어떻게 지내기야? 일단 안에 따뜻하게 묶어둠. 혹시 따뜻한 담요가 있나요? 그럼 그걸 덮어보세요. 또한 발에 압박감을 줄 수 있는 제품도 있어요. 그걸로 빠르게 회복할 수 있을 거예요.
2044,일반,권리는 누구에게나 중요한 주제입니다. 권리는 자유야 하지만 법에 따라야 해. 저희 집에 있던 사진이 인터넷에 올랐어요. 그냥 연락해주면 되지 아니면 그대로 두어야 해. 저는 사진이 찍힌 사람에게 연락할 거예요. 그동안 기다렸던 법적 조치를 바로 해줄게.
2045,일반,엄마: 오늘 뭐 먹으러 갈까? 아들: 근처 새면달 가서요. 엄마: 좋아하니 빨리 갈래요. 아들: 엄마 요즘 바쁘신가요? 엄마: 네 회사에서 오랜 시간 보내고 있어요. 아들: 그럼 집에서 쉬어보자고요.
2046,일반,새끼가 있는 이유는 사랑 때문이야. 아빠와 엄마가 새끼를 자주 놀려줘. 새끼는 곧 자랄 거야. 그럼 이제 놀자! 새끼랑 놀다가 너무 지쳤어. 그냥 잠자자리에 있게 해.
2047,일반,발표 주제에 맞춘 대화문입니다: 발표 주제: 최신 기술 트렌드 1. 최근 기술 트렌드에 대해 얘기하고 싶으신가요? 2. 예를 들어 인공지능이나 블록체인 같은 분야가 있나요? 3. 이 두 가지 기술이 미래에 어떤 영향을 줄지 관심이 있어요. 4. 혹시 특정 기술에 대해 더 알고 싶으신가요? 5. 기술 발전이 우리 삶에 어떤 변화를 가져올지 생각해봤어요. 6. 이 주제에 대해 더 논의하고 싶다면
2048,일반,책임자: 이번 주말에는 어떤 일을 해야 할까? 팀원: 저녁 회의 참석할까? 책임자: 아니면 개인 시간 갖는 건 어떨까요? 팀원: 개인 시간이라도 회의 시간에 맞춰야겠네요. 책임자: 그렇다면 그 시간을 미리 정해두면 어떨까요? 팀원: 그렇다면 좋겠네요. 잘 부탁드립니다.
2049,일반,상황: 친구와 저녁 식사를 하며 시간을 보내고 있습니다. 답변: 오늘 저녁 어디 가고 싶어? 집에서 요리해도 되겠어. 그럼 집에서 간단한 요리 해볼까. 어떤 게스트 있으니까요 그냥 요리하고 먹으면 돼. 그럼 내가 레시피 준비할게. 요즘 재미있는 요리가 있어서 시도해볼게.
2050,일반,부장님: 이번 주말에 뭐 할까요? 직원A: 영화 한 편 보는 건 어때요? 부장님: 그럼 내가 예매할게요. 직원A: 네 제가 같이 가볼까요? 부장님: 물론이죠 언제 시간이죠? 직원A: 저녁 7시부터 시작할까요? 부장님: perfect 그때 만나요.
2051,일반,결제 예시: 결제가 잘 되셨나요? 네 결제가 잘 되었습니다. 그럼 카드 혜택도 잘 받으셨겠죠. 네 잘 받았습니다. 이제 바로 쇼핑을 시작할 수 있겠네요. 쇼핑 준비도 거의 다 끝났으니요.
2052,일반,헤어짐 주제로 6줄의 한국어 대화문: 아 헤어짐이라니 정말 안타깝네. 지금 어디서 헤어졌다가? 집 앞길에서 바람에 실려가던데. 그래서 이제 방 안으로 가자. 방 안에서는 더 안정적으로 헤어질 수 있을 거야. 그리고 나중에 뷰페가 좋겠어.
2053,일반,시간이 너무 늦어! 우리 지금 갈래?
2054,일반,A: 네 이번 주말에 시간이 날까? B: 그럼 내가 예매할게. 영화 한 편 보는 건 어때? A: 하 네가 그렇게 생각하니 괜찮아. B: 너도 좋아하면 좋겠는데요. A: 어서 와서 줄넘으면 좋겠어. B: 그러면 지금 바로 가자.
2055,일반,미안해 무슨 일이 있었던가? 그래서 이렇게 와서 미안하니까. 무슨 일이라고요? 잘못했어요. 저도 모르게 그런 일이 발생했어요. 그럼 나중에 잘 챙길게요 마음이 편해지면. 잠깐만 기다려주세요 제가 좀 더 미안한 마음을 전하세요.
2056,일반,부모: 어서 집에 오렴. 저녁 시간이야. 아이: 알겠어 다섯 시에 도착할게. 부모: 그리고 아침에 기분이 좋아라면 요즘 좋아하는 음식을 먹어볼게. 아이: 네 기분이 좋아서 바닐라 아이스크림 먹으러 갈게. 부모: 그럼 내일은 우리가 같이 가고 새로운 카페에 가볼까? 아이: 좋겠어! 그럼 기대될게요.
2057,일반,결혼에 대해 이야기해보자. 너무 열심히 준비하고 있어. 앞으로 어떤 삶을 살지 몰라. 결국엔 서로가 잘 어울리면 돼. 당신은 좋은 사람이야 행복하게 사도길 바래.
2058,일반,주말 계획 어떻게 생각하니? 저도 다양한 활동을 해보고 싶었는데. 예를 들어 영화 한 편 보는 건 어때요? 또는 여행 가는 건 어떨까요? 나머지 시간엔 가족과 함께할 수 있겠죠. 그럼 내가 예매할게요!
2059,일반,알바 주제로 6줄의 한국어 대화문을 만든 예시는 다음과 같습니다: 당신: 오늘 알바 얼마나 열심히 했어? 상대방: 오늘은 비교적 짧고 쉬운 일이었는데 몇 시간을 보냈어. 당신: 그럼 괜찮았겠지? 이번 주도 조금 더 열심히 해보자. 상대방: 네 그렇게 생각하던데 좋은 성과를 내고 싶어. 당신: 그러면 저녁에 같이 식사하는 것도 좋겠어? 상대방: 정말로
2060,일반,팀원 A: 이번 주말 팀 운동은 뭐라고 했어? 팀원 B: 요즘 바쁘신데요 운동은 어때? 팀원 A: 그래도 스트레칭은 중요하니까 가보자. 팀원 B: 그렇다면 저녁에 미팅은 해야겠군. 팀원 A: 맞아 중요한 일은 놓치지 말자. 팀원 B: 그럼 17시부터 준비할게.
2061,일반,딸: 엄마 오늘 학교에서 재미있는 일이 있었어. 아버지: 뭐였어? 궁금하니까 말해줘. 딸: 친구가 생일을 맞았고 집에서 파티를 열었어. 아버지: 아 정말 흥미진진했겠지. 우리 딸 친구가 참 좋은 사람인 것 같아. 딱: 그리고 우리는 노래 부르기도 했어. 정말 재미있었어. 아버지: 다음 번에는 우리도 같이 할까?
2062,일반,어떤 면상에 앉아 있는 거야? 아마도 책 읽기나 밥 먹기일까? 혹시라도 나무 밑에 앉아 있는 거지? 그렇다면 무슨 생각을 하는 거야? 바람이 살랑살랑 불어오는지 궁금하네. 언제가 아니면 언제든지 와서 앉아봐.
2063,일반,"규정: 1. 반드시 한국어로 작성한다. 2. 화자 이름은 쓰지 마. 3. 자연스럽고 상황에 맞는 말투(반말 존댓말)로 대화해. 4. 6줄 이내로 작성한다. 5. ""답변예시"" ""예시"" ""설명"" 같은 문구를 절대 쓰지 않는다. 5. 예시의 문장 표현을 그대로 사용 금지. 6. 예시에서 나온 고유 단어 사용 금지. 7. 대화문만 출력한다."
2064,일반,아니 마스크를 입으면 안 돼. 그래서 외출할 때는 어디서나 마스크를 착용해야 해. 바쁜 날씨에 대비해 항상 가방에 마스크를 챙기야. 이렇게 하면 코로나 바이러스 감염 위험도 줄어들겠어. 하지만 마스크 자체가 숨을 차단하지 않아서 걱정이돼. 정확히 마스크를 착용하면 공기 중에 있는 바이러스의 확산도 줄어듦니다.
2065,일반,장기 계획 어떻게 세우시나요? 먼저 목표를 정하고 그에 맞는 계획을 세워요. 예를 들어 새로운 책을 읽기로 했는데 우선 필요한 도구를 준비해야 해요. 그 다음에는 일정표를 만들어야겠죠. 그렇게 하면 목표를 달성하는 데 더 효율적일 거예요.
2066,일반,형 이번 주말에 뭐 할까? 그럼 내 친구들과 같이 밖으로 가자. 좋아 그럼 내가 연락할게. 그때 내가 집에 오면 바로 전화할래. 그럼 어제 같이 영화 예매했는데 그럼 내가 그 영화 보도록!
2067,일반,생각: 일상 속 작은 일들도 정말 소중하군. 그럼 오늘도 최선을 다해 살아보자. 삶도 짧지만 그 동안 즐거운 순간들을 많이 해보자. 그리고 중요한 순간들은 함께 나누면 더욱 의미 있으니까. 오늘 하루도 행복하게 보내자. 그냥 작은 일들로 가득 찬 우리의 삶 소중하게 여겨야겠어.
2068,일반,현금이 키워드를 중심으로 한 6줄의 한국어 대화문 예시는 다음과 같습니다: A: 요즘 돈이 많아? B: 네 근황 잘돼네. C: 그러면 저녁에 뭐 먹으러 갈까? D: 그럼 내가 여기 가볼래. E: 어디 가려? B: 근처 카페가 있네. C: 그럼 그곳에 가면 어떨까? D: 네 맛있다니. E: 그러면 같이 가자.
2069,일반,안녕하세요! 오늘은 함께 시간을 보내려고 했어요. 가끔 이런 날이 있으면 정말 행복하죠. 저는 집에서 조금만 쉬면 되겠어요. 당신은 어디 가고 싶은가요?
2070,일반,권리는 누구에게나 중요한 주제입니다. 저는 저작권 문제 때문에 신중해야 합니다. 권리를 침해하면 법적 조치가 따릅니다. 따라서 저작권 등록 후에만 사용해야 합니다. 이러한 경우에는 법적 상담을 받는 것이 좋습니다. 권리는 단순한 개념이 아닌 보호해야 할 중요한 자산입니다.
2071,일반,새끼는 어릴 때부터 재미있었는데 그때는 엄마와 아빠가 함께 놀러서라면 언제나 웃음이 터졌지. 하지만 이제는 성인이 된 후 새끼를 키우는 것도 큰 책임이 따르더라. 그냥 좋은 시간을 보내는 게 중요하니까.
2072,일반,휴대폰 배터리가 거의 끝나갔다. 그럼 빨리 충전할까? 나무에 매달아두면 빠르게 충전돼. 그렇지 않으면 핫스팟에 버려야겠다. 그래서 바로 집으로 가겠어. 집에 오면 바로 충전할게. 그럼 요즘만큼 사용하지 않았던 카메라도 꺼볼까.
2073,일반,목소리를 주제로 한 대화는 다음과 같습니다: 왜요? 무슨 일 있어요? 아마도 목소리가 필요하신 것 같아요. 그래서 제가 새로운 목소리를 사줄게요. 이렇게 하면 더 편안하게 일하실 수 있을 거예요. 어떤 종류의 목소리가 필요하신가요?
2074,일반,배가 너무 고프다면 그냥 가공원으로 가면 돼. 그리고 피크닉 음식 준비도 해봐. 일상 속에서 배를 충분히 섭취하는 것도 중요하니까. 간단한 과일과 채소만으로도 충분히 돼. 건강한 주말 되세요!
2075,일반,음식에 대해 얘기하자면: 오늘은 어떤 음식을 먹고 싶어? 저는 피자를 주문할 거야. 그럼 너도 좋아할 것 같아. 피자가 맛있게 나오면 바로 나와. 그냥 집에서 먹는 건 어때? 피자집 근처가 가깝다.
2076,일반,차량을 사고 싶으신가요? 그렇다면 어떤 종류의 차량이 필요하신가요? 자동차인지 밴지나 SUV인지 말씀해 주세요. 그 외에도 차량을 유지하기 위한 비용은 어떻게 하시나요? 주유비 유지비 보험료도 함께 고려하시기 바랍니다. 이런 사항들을 잘 생각하면 좋은 선택이 될 거예요.
2077,일반,[답변] 이번 주말에 뭐 할까? [답변] 영화 한 편 보는 건 어때? [답변] 그럼 내가 예매할게. [답변] 네요 제가도 같이 갈래요. [답변] 멋지네요 시간 조율하자. [답변] 좋은 주말 되세요!
2078,일반,주소가 주제인 경우 대화는 구체적인 주소에 대한 질문으로 발전할 가능성이 높습니다. 다음은 그 예입니다: 주소가 주제인 경우: 당신의 집 주소를 알려줄 수 있나요? 저희 집도 같은 거예요 근처에 있죠. 그렇다면 서로 가보는 일이 자주 있겠네요. 혹시 주소를 알려주시면 제가 도와드릴게요. 네 물론입니다. 주소를 알려드리겠습니다. 그럼 함께 가볼 때 좀 더 좋은 주소가 될 거예요.
2079,일반,클럽에 대한 질문을 주제로 한 대화문을 아래와 같이 작성할 수 있습니다. --- 아니 오늘 클럽에 갈래? 그럼 내가 invitation 받으면서 같이 갈게. 어디서 만나면 알겠어? 네 네 네! 저녁 10시에 맞춰요. 그럼 내가 예약한 테이블에서 만나면 될까요? 좋아요 저녁이 잘 되길 바라요!
2080,일반,부족에 대한 대화: 왜 이제만 알게 됐어? 아직 더 많은 게 있잖아. 그래서 공부하자. 잠깐만 생각해봐. 그럼 오늘 밤까지 끝내자. 좋았어 마음이 편치겠지.
2081,일반,술집에 가고 싶은데 여기 친구들이 모여 있는 곳이 너무 좋더라. 그래서 이번 주말에 술집에 가볼까? 그럼 내가 연락해서 드릴게. 친구들도 괜찮을 것 같아. 그리고 음료는 무료로 주네? 좋겠으면 바로 가자!
2082,일반,정말 궁금하네요. 주말 계획은 어떻게 되신가요? 저도 요즘 바쁘게 지내서 휴식을 필요로 합니다. 혹시 요즘 좋아하는 영화가 있으신가요? 그럼 저는 예매할까요. 어떤 영화하시나요?
2083,일반,[여자] 오늘 날씨가 참 좋다. 그래서 친구들과 함께 공원에 가기로 했어. 나가도 좋아할 것 같아. 그럼 자전거 타고 갈까? 어디든 즐거워하는 게 일어나겠지. 친구들 만나서 재미있게 할 수 있을 거야.
2084,일반,[인스타그램] 이 키워드를 중심으로 답변예시의 형식만 참고해서 6줄의 한국어 대화문 1개 만들어줘. 답변 예: 이번 주말에 뭐 올까? 인스타그램에 가볼 건데? 그럼 포스팅할 거예요. 어떤 사진 찍을까?
2085,일반,학원비가 많이 나가서 걱정돼. 어떤 학원에 가야 할지 고민돼. 그럼 인터넷 검색해보는 게 어떨까? 나중에 좀 더 생각해보자고 생각돼. 이건 중요하니까 조심해야겠어. 학원 선택은 오랜 시간까지 생각할 거야.
2086,일반,금요일에 어떤 입금이 있나요? 저는 은행으로 전자지급 받았어요. 그럼 바로 계산장에 가서 입금 확인해볼까요? 계산장에서 입금 내역을 확인하고 그 후에는 영수증을 가져와서 증명서를 발급받으세요. 이렇게 하면 세금 신고가 훨씬 쉬워요.
2087,일반,강을 주제로 한 대화문: 강은 정말 아름다운 장소에요. 하루 종일 밖으로 나가면 완전히 힐링이 돼요. 오늘 강을 산책해보는 건 어떨까요? 그럼 준비하지 말고 바로 가세요. 강변에 사람들이 많아서 분위기도 좋아요. 그때s 제가 �크 챙겨와 갈아볼래요.
2088,일반,병원에 방문해볼까? 어떤 병원을 갈까? 저는 근처에 있는 것을 선택할게. 그곳에 특별한 진료실이 있나요? 아니면 그냥 방과 같은 분위기일 것 같아요. 그렇다면 이번 주말에 꼭 방문해보자!
2089,일반,딸: 엄마 이번 주말에 뭐 해요? 아빠: 저녁에 친구들과 같이 먹을까요. 딸: 그럼 너무 재미있겠어요! 아빠: 네 어디 가든 즐거울 수 있어요. 딸: 그런데 오늘 학교에서 재밌는 일이 있었어요. 아빠: 정말요? 무슨 일이었나요?
2090,일반,업무가 많아서 이번 주말은 집에 머물러야겠어. 그럼 오늘 끝까지 최선을 다칠게. 몇 가지 업무 후원할 수 있을까? 혹시 빨리 완료할 수 있는 일이 있으신가요? 그럼 그 부분만 먼저 처리해볼게. 업무가 많아서 스트레스가 많이 가는 것 같아.
2091,일반,대리: 근처 매장에 가서 어떤 물건을 대리할까요? 친구: 오늘은 가방 대리하기에 좋을 것 같아요. 대리: 그렇다면 그만큼 고객에게 더 나은 서비스를 제공할 수 있을 거예요. 친구: 네 대리하면 매장의 물건도 신속하게 처리될 테니까요. 대리: 그러면 내가 연락을 취해서 대리 일정을 안내해 줄게. 친구: 그러면 되겠네요 도움이 될 것 같아요.
2092,일반,아 장난은 재미있겠네요. 그래서 오늘은 누군가에게 작은 장난을 치자. 그냥 웃고 넘어가면 되겠어요. 그럼요 같이 장난 좀 볼까요? 무슨 짓을 해봅시다. 그럼 정말 재미있을 거예요!
