idx,class,conversation
2045,일반,배달앱 메뉴 추천 좀 봐? 저녁에 뭐 먹을까? 김치찌개나 불고기? 오늘은 김치찌개라고 해. 그럼 주문해볼게요. 배달앱에 추가해볼까요?
2046,일반,친구와 싸운 후 어쩌면? 내가 잘못했을까 봐 걱정돼. 그냥 시간을 가지는 게 낫겠네. 다시 한번 말을 건질까? 친구도 나를 이해할까? 어떤 경우로든 화해하는 것이 중요하겠어.
2047,일반,게임을 정말 즐겨요! 오늘도 새로운 게임 시작하고 싶어요. 그럼 친구들과 같이 모험 게임 해볼까요? 그때 저녁은 뭐해? 간단하게 먹다가 게임 계속해요. 그냥 집에 있는 게 더 편할 것 같아요. 그럼요 시작해보죠!
2048,일반,"이건 잘못 걸린 전화인데요. 아 전화를 걸었는데 누군가가 말했는데요 ""안녕하세요 이 전화가 잘못 걸렸나요?"" 라고 했죠. ""네 저도 그렇게 느꼈어요.""라고 대답했어요. 그럼 이제 정정도하고 싶어요."
2049,일반,야식 먹을지 말지 고민 아 오늘 밤은 어디 가고 싶어? 이거든 저녁 10시까지만 가면 돼. 저녁 10시가면 바로 집으로 가야 해. 그럼 요즘 맛있는 분위기에서 야식 먹으러 갈까. 나도 그럼 다양한 음식 맛보기에 어울더라. 어떤 식당에 가실지 고민하다가...
2050,일반,배터리가 없어서 급히 통화를 해야 해? 무슨 일이니?
2051,일반,저녁 식사에 다이어트 중이라 어떤 음식을 먹을지 고민 중이에요. 그럼 저희 집에 있는 채소 요리를 해볼까요? 혹시 더 좋은 아이디어가 있으신가요? 다이어트 중이라 양념이나 소금 조금만 넣어도 되겠죠. 그렇다면 저녁에 그릇 하나씩 준비해보세요. 채소만 먹으면서도 맛있게 드실 수 있을 거예요.
2052,일반,"네 이해했습니다. [끊긴 전화 재연결]이라는 주제로 6줄의 한국어 대화문을 만드는 예시는 다음과 같습니다: ""연결이 끊겼어요."" ""재연결 해보세요."" ""알겠습니다 다시 시도하겠습니다."" ""네 잠시만 기다려주세요."" ""연결이 되었습니다."" ""좋아요 문제는 해결되었습니다."""
2053,일반,알겠어 어떻게 하면 좋을까? 처음부터 다시 시작하는 건 어때? 그래서 지금은 여기서 휴식을 취하자. 나중에 더 좋은 기회 찾아가자. 지금 당장은 할 수 없는 일이야.
2054,일반,네 어떻게 해야겠습니까? 선호하시는 시간을 말씀해 주세요. 그럼 제가 연결해 드릴게요. 잠시만 기다려 주세요. 연결이 완료되면 바로 통화해 주세요. 알겠습니다 기다리겠습니다.
2055,일반,소음이 너무 들까? 어디서 난 것 같아. 아마도 거리에서 들리는 소리일 거야. 그럼 police나서보겠어. 지금 바로 확인해보자.
2056,일반,카페에 가서 메뉴를 고를까? 먼저 디저트를 봐야겠어. 치즈 케이크나 망고 스티치가 좋을까? 두 가지 모두 맛있어 보이는데요.
2057,일반,택배가 도착하지 않았어요. 무슨 일이 있었는지 모르겠네요. 배송번호를 한번 더 확인해보셨나요? 그렇다면 회사 고객 서비스에 문의해보세요. 이해될 것 같아요. 먼저 확인해보는 것이 좋겠네요.
2058,일반,새로운 취미 시작하고 싶지만 시간과 비용이 많이 드는 것 같아. 취미를 좋아하는 사람들도 그렇잖아. 그래서 이제 어떤 취미를 시작할지 고민 중이야. 요즘에는 사진 찍기나 요가도 인기 있네. 그럼 사진 찍기로 시작해보는 거야. 나중에 또 다른 취미가 생길 수도 있잖아. 그럼 지금 바로 시작해보자!
2059,일반,통신 소리가 끊김 문제가 생겼나요? 어떤 장치에서 문제가 발생하는 건가요?
2060,일반,통화 소리가 끊깁니다. 무슨 일 있어요? 연결이 끊겼나요? 다시 연결해 주세요. 알겠어요 제가 다시 연결해 드릴게요. 잠시만 기다려 주세요. 문제가 해결되었나요? 그렇다면 잘 하셨습니다.
2061,일반,통화 소리가 끊길 때 어떻게 해야 할까? 먼저 통화기를 다시 연결해보자. 만약 계속 문제가 되면 다른 장소로 이동해보는 게 좋을 것 같아. 또한 주변 사람들에게 도움을 요청해서도 무방하니. 문제가 해결되면 안에 또 이런 일이 없기를 바랄게요. 항상 안정적인 인터넷 연결을 유지하는 것이 중요하다고 생각해.
2062,일반,사진 찍는 취미가 좋아! 모든 순간을 사진으로 남겨야겠어. 그럼 이번 주말에 어디 가볼까? 파리! 그곳의 풍경 사진 찍으면 좋겠어. 그래서 여행 계획도 세워볼게. 여러분 어디 사진을 찍으시는지요?
2063,일반,아 오늘 시험 너무 힘들었던 것 같아. 그래서 실패하고 우울하게 느껴지는 것 같아. 시험 공부 좀 더 열심히 해보자. 혹시 공부 팁이 있다면 알려줄 수 있을까? 그냥 시간을 내면서 조금씩 익히면 될까? 응원해줘 내가 더 노력할게.
2064,일반,안녕하세요? 통화가 끊겼어요. 잠깐이라도 불편했어요. 다시 연결해 드릴까요? 네 물론입니다. 다시 연결합니다. 그럼 어떻게 되세요? 통화가 끊겼던 부분은 어디서 발생했나요?
2065,일반,오늘은 혼자서 책 읽기 보내고 있어. 지금 읽고 있는 것은 정말 흥미로운 소설이야. 책 속에 등장하는 캐릭터들이 너무 매력적해서 시간 가는 줄 모르고 끝까지 읽으려 해. 이렇게 혼자서 즐길 수 있는 시간이 참 소중해. 취미 생활도 건강에 좋은 것 같아.
2066,일반,네 어떻게 도와드릴까요? 먼저 다시 연결되는데요. 네 괜찮습니다. 방금 끊어진 게 아니었나요? 그냥 다시 시작입니다. 그럼 무엇을 도와드릴까요? 어떤 질문이든지 말씀해 주세요.
2067,일반,네 이해했습니다. 자신감 부족을 주제로 한 6줄의 한국어 대화문 예시입니다: 아 이번 프로젝트 잘 풀릴까? 저도 그렇게 생각했는데 이제 봐보니 정말 어려워졌어. 그래서 내가 도움을 요청할까? 어떤 경우라면 괜찮아 그냥 말해줘. 혹시 내가 도와야 할 부분이 있을까? 그럼 함께 생각해보자 분명히 해결할 수 있을 거야. 그럼 내일 회의에서 얘기하자.
2068,일반,야근 후 너무 피곤함이 찰라. 오늘 밤은 너무 늦게 자고 있었던 것 같아. 이제 잠깐만 자고 가자. 내일은 더 바쁘게 해. 잠 잘 이루길 바래.
2069,일반,아 만날 장소를 고르는 게 힘들까? 난 카페에 가면 어떨까? 혹시 그 장소에 가보고 싶은데... 카페라면 그곳에 가야겠어. 그럼 우리 그곳에 만나면 돼. 그때 그때 만나자!
2070,일반,안녕하세요? 잠시 좀 부탁해요. 정말 늦었지만 혹시 연결 가능한가요? 오늘 밤 너무 바빠서요. 그럼 바로 연결해드릴게요. 감사합니다!
2071,일반,안녕하세요? 잠깐만요. 아 저는 부엌에 있어요. 요리 중이에요. 그럼요 늦게까지요. 무슨 일이세요? 부엌에 요리를 해서요. 여기 맛있는 음식이 너무요. 그럼요 지금 바로 와요. 요리하는 데 도움이 될 거예요. 좋아요 바로 오겠습니다. 감사합니다.
2072,일반,문자를 보내면 되겠어? 네 그렇게 하면 어떨까요? 그럼 이제 메시지를 보내볼게. 당신도 같이 생각하실 것 같아요. 언제든지 연락하세요. 요즘 바쁘신데요 쉬세요.
2073,일반,점심 메뉴 고민이니? 저는 햄버거 먹는 게 좋아봤는데 파스타도 맛있을 것 같아. 어떤 걸 먹든 맛있게 드셔라. 나중에 사람들이 추천해주는 것도 좋겠어.
2074,일반,체력이 떨어져서 이렇게 느끼는 걸까? 몸이 무겁고 피곤하다는 뜻인가? 어제까지 운동 많이 했는데 이제 어떻게 해야 할까? 일단 휴식을 취하고 먼저 회복해야겠어. 운동 후에는 충분한 휴식이 필요하다는 것 기억했어. 다음 주에 다시 시작해보자 그럼 괜찮을 거야.
2075,일반,아 무슨 일이 있었나? 저녁에 잠 못 드는 것 같았어. 그래서 지금 바로 나가야겠어. 다른 방법도 없겠지? 밥은 이미 차가 있었지. 이제 돌아가야겠어.
2076,일반,야근 후 너무 피곤함이 들었다. 집으로 돌아가서 바로 잠이 든다. 그래서 오늘 밤은 외출 안 하자. 내일 아침에 일찍 일어나는 것도 좋을 것 같아.
2077,일반,비 오는 날에는 따뜻한 음식을 먹으면 좋겠어. 그래서 저녁에는 국수나 라면 먹으러 갈까? 혹시 더 좋은 아이디어가 있니?
2078,일반,아 휴대폰 분실이야. 그럼 지금 어디서 분실했을까? 가장 최근 기억나던 순간은 교통편에서 있었는데 그때는 연락기를 꼭 쥐고 있었군. 이건 정말 스트레스 받는 일이죠. 마지막으로 확인해보면 다시 찾았네.
2079,일반,오늘은 집에서 빵을 베울까? 아니면 치킨 요리를 해볼까? 빵 베기는 좀 더 시간이 걸린다고 느껴. 치킨 요리는 빨리 맛볼 수 있겠군. 친구와 같이 오면 더 재미 있을 것 같아. 결국은 빵 베기!
2080,일반,문서를 다시 보내주세요. 필요한 정보를 제공해 주시면 빠르게 처리하겠습니다. 감사합니다.
2081,일반,책 읽는 취미에 대해 얘기하자. 나도 책 읽는 것을 좋아하는데. 언제 어디서든 새로운 이야기를 찾는 게 재미있어. 그럼 다음 주에 좀 더 많은 시간을 할애해보자. 요즘은 소설뿐만 아니라 자기계발서도 많이 읽어. 이런 취미 덕분에 많은 지식과 즐거움을 얻을 수 있어.
2082,일반,알겠어 이번 주말에 뭐 할까? 영화 한 편 보는 건 어때? 그럼 내가 예매할게. 오늘은 집에서 쉬면서 영화 보자. 그럼 함께가자 분위기 좋을 것 같아. 그때 내가 팝콘 준비할게.
2083,일반,"네 이해했습니다. [끊긴 전화 재연결]이라는 주제로 6줄의 한국어 대화문을 만들어드리겠습니다: ""연결이 끊어졌다니 어떻게 풀어줄까?"" ""아마 인터넷 문제일 거야."" ""그럼 다시 연결을 시도해보자."" ""네 이제 연결되네요."" ""좋아 다음 얘기라도!"" ""안녕하세요 무엇을 도와드릴까요?"""
2084,일반,비가 올랐는데 오늘 약속했는데 고민이 돼. 아무리 가야 집에서 쉬는 게 더 나은 것 같아. 오늘은 집에서 쉬면서 내일 비로 가자고 생각해보자. 그래서 내일 약속 취소하고 비 대신에 별거로 가자고 말자. 그럼 그렇게 하고 비가 멈추길 바래.
2085,일반,아 요즘 요리와 베이킹에 재미가 있구나? 어떤 음식을 해보느냐 관심 많아. 나도 최근에 케이크 만들었는데 정말 즐거웠어. 어떤 레시피를 추천해 줄래? 그럼 이번 주말에 새로운 레시피 해볼게. 처음 시도하는 음식은 꼭 맛있게 나오길 바래.
2086,일반,이전 걸린 거 아니야? 전화 안 들리는데 뭐 할까? 다시 시도해볼게요. 혹시 다른 번호가 있나요?
2087,일반,오늘 가고 싶은 장소가 헷갈리고 있어. 밤바람이 참 좋겠는데 공원도 멋지다. 어떤 곳을 가야 할까? 맑은 날씨에 산책은 어떨까? 하루 중 어떤 곳이 더 괜찮을까? 말 좀 해봐 어디 가야 할까?
2088,일반,상사가 너무 엄격해서 스트레스 받네. 그냥 시간을 내서 얘기해볼게. 상사는 나도 괜찮다고 믿어. 우리 팀도 잘 해내면 돼. 상사가 이해할 거야. 나도 힘들 때마다 생각하네.
2089,일반,택배가 도착하지 않았어요. 무슨 일이 있었는지 모르겠어요. 배송 기록을 다시 한 번 확인해보죠. 회사에 연락해볼게요.
2090,일반,문서를 다시 보내주세요. 왜 재발급 해야 하는지 설명해 주세요. 이번에 필요한 정보는 무엇인가요?
2091,일반,오늘 음악을 듣고 싶었는데 새로운 곡을 연주해보는 건 어떨까? 그럼 내가 기타를 꺼내보고 시도해볼게. 어떤 곡을 연주할지 고민이네... 어떻게 하면 좋을까? 아마 친구들이 도와줄 거예요. 그냥 연습하는 과정만 즐기면 돼. 그럼 이제 가방을 챙기면 되겠지!
2092,일반,차가 고장 났네? 그래서 어디 가려? 서비스 센터나 디펜서? 저는 디펜서 가는 게 더 좋을 것 같아요. 그럼 내가 연락해보자고요.
2093,일반,안녕하세요! 갑자기 불이 난 건데요. 어떤 경우에도 이렇게 하지 말아주세요! 신호등이 멈춘 걸지도 모르죠. 빠르게 전화해 주세요. 저는 여기서 혼자 있어요! 도와주세요!
2094,일반,문서를 다시 보내 주셔서 감사합니다. 이전에도 요청하신 바와 같이 재발급드립니다. 첨부된 자료를 확인해 주시고 필요한 사항을 알려주세요. 빠르게 처리해 드리겠습니다. 감사합니다. 추가 확인이 필요하시면 연락 주세요.
2095,일반,"정말 멋진 결과물을 받았어! 여기서 뭐라고 했을까? ""오늘 저녁에 좋은 친구와 함께 맛있는 피자를 먹었어!"" 그리고 또 뭐라고 했지? ""아 정말 맛있었어! 너도 한번 와보면 좋겠어!"" 그럼 이제 맛있는 피자의 레시피 나눠볼까? 네 분명히 나눠볼게!"
2096,일반,음식 배달이 너무 지연해서 안녕다. 그래서 다시 주문해야겠는데. 배달원이 어디에 있는 건 몰라. 이건 처음으로 이런 일이 있어. 배달 회사의 문제야 우리의 아니야. 이해가 되지 않겠어.
2097,일반,건강검진 결과가 나왔는데 결과는 모두 정상이다. 그래서 걱정하지 않아도 돼. 다음 번엔 더 신속게 결과를 받고 싶다. 이렇게 자주 검진하면 건강도 잘 유지될 거야. 앞으로는 정기적으로 검진해서 괜찮은데. 건강은 가장 중요한 자산이지.
2098,일반,"게임을 정말 열정적으로 즐기는 사람과 대화하는 상황을 상상해보면: ""오늘 게임을 얼마나 즐길까?"" ""하루 중 언제 시간을 내볼까?"" ""그럼 나는 그 레벨을 넘어볼게."" ""네 내가 도전할게요!"" ""당신도 같이 하면서 조언해줄래?"" ""좋아요 함께라면 더 재미있겠죠!"""
2099,일반,차가 고장났어. 어떻게 해야 할까? 먼저 차를 멈춰보자. 그런 다음 어떤 부분이 문제인지 확인해야겠지. 만약 배기는 거리가 너무 멀다면 도로변으로 차를 끌 수 있을 거야. 그리고 나서 문제가 어디 있는지 알아야 해. 배선이나 엔진일 수도 있어. 배선을 살펴보고 문제가 생겼다면 전문가에게 가져가야겠군. 혹시 근처에 차량정비소가 있다면 그곳으로 가는 것도 좋은 방법일 것 같아.
2100,일반,포인트 적립 가능한지 알아봤는데 어떤 항목이든 적립할 수 있을 것 같아. 적립할 수 있는 항목이 있으면 언제까지 적립할 수 있을까? 저는 이번 달 말까지 적립하면 되겠네요. 그렇다면 다른 항목도 함께 적립할 수 있을까?
2101,일반,건강검진 결과가 나오셨나요? 어떤 부분에서 문제가 있으신가요? 저도 최근에 검진을 갔다니 걱정되네요. 도와드릴 수 있는 곳이 있을까요? 의사와 상담해 보시는 것도 좋을 것 같아요. 정확한 결과를 보고해 주세요.
2102,일반,오늘 길을 잃었는데 여기서 출구가 어디야? 지도를 확인해보자. 출구는 그 방향이야. 다시 한 번 확인해보면 출구는 바로 앞에 있어.
2103,일반,아침에마다 긴장하는 이유는 무엇인가? 시험이나 면접 정말 긴장돼. 숨을 깜빡이며 준비하는 것도 쉽지 않네. 심장에 뚱뚱한 감정이 느껴진다. 괜찮으면 얘기할까? 네가 더 잘할 것 같아. 걱정하지 마 네가 잘할 것 같아.
2104,일반,요즘 취미생활은 정말 다양하네. 사진 찍기 요리 시도 그림 그리기 등 여러 가지가 있지. 나도 최근에는 사진을 찍으며 산책을 즐기고 있네. 그럼 너도 어떤 취미를 즐기는 거야? 취미 생활도 건강에 좋다는 연구도 있지. 취미 생활 시간도 나의 휴식이듯이 돼.
2105,일반,제가 그런 일이 생겼다니 어떻게 생각하니? 우선 어디에 두었는지 확인해보자. 그리고 지금 어디 있는지 알려줘. 나중에 together 찾아보자. 그동안 너무 스트레스 받았어. 모두 잘 해결되길 바래.
