idx,class,conversation
1018,일반,회사에서 어떤 이야기를 하고 싶으신가요? 아마도 이번 주에 중요한 회의가 있었겠네요. 혹시 새로운 프로젝트가 시작된 것도 아닐까 생각합니다. 회사의 업무는 정말 흥미롭게 들리네요. 또한 팀원들과의 협업도 원활하게 이루어지고 있는 걸 보군요. 이런 소식들만으로도 기쁜 마음으로 일하고 계신 것 같아요.
1019,일반,A: 네 요즘 바쁘니? B: 사실은 꽤 여유로운 시간이야. A: 그렇다고 힘이 들어오는 일이 많지 않니? B: 아니 평소와 다름없어. A: 그러니까 잠깐 쉬어도 되겠니? B: 물론이야 마음이 편해지면 더 잘 일할 거야.
1020,일반,대리: 오늘 회의에서 중요한 결정을 내릴 거야. 직원: 그렇다고? 어떤 결정인지 궁금하네. 대리: 새로운 프로젝트를 시작할 거야. 네가 담당할 거야. 직원: 프로젝트 계획이 이미 끝나 있었던가요? 대리: 네 몇 주 전에 정해졌거든. 이제 실행에 옮길 거야. 직원: 그러면 나는 준비를 해야겠네.
1021,일반,인간 A: 네 주말이 다가오고 있네요. 무슨 계획 있으신가요? 인간 B: 사실은 아직 정하지 않았는데 요즘엔 바쁘게 지내니까요. 인간 A: 그렇다면 이번 주말에는 좀 쉬어가며 가보는 건 어떨까요? 인간 B: 그래도 영화 한 편 보는 건 어때요? 재미있을 것 같아요. 인간 A: 그렇다면 내가 예매한 영화를 보자고요. 같이 보시겠어요? 인간 B: 그럼 내가 예매할게요
1022,일반,목걸이는 좋은 선택이야. 어떤 스타일인지 궁금해. 여러 종류 있잖아. 그럼 어떤 것을 고를까?
1023,일반,독약에 대한 계획을 세우자. 우리 서로 독약을 해보자. 그럼 언제 시간이 되면 얘기해보자. 저녁에 만나서 길을 찾아볼까. 당신 어디로 갑시다? 그냥 이렇게 계획을 같이 해보자.
1024,일반,여자친구: 요즘 바쁘게 지내? 친구: 네 이번 주말은 많이 계획하고 있어. 여자친구: 어디 가려나요? 친구: 영화 한 편 보러 갈까? 여자친구: 그럼 내가 와볼게! 친구: 멋지다! 예매할게요. 여자친구: 좋은 선택이야! 어떤 영화 보려나? 친구: 오늘 뭐 했어?
1025,일반,미팅 오늘 미팅이 있을까? 회사 업데이트가 있을 것 같아. 그럼 시간을 정해볼게. 저녁 8시에 어서 오세요. 모임 링크가 바로 들어갈 거야.
1026,일반,학생이 교실에 도착했다. 교사가 시작된 수업에 집중하고 있다. 학생이 주제에 대한 질문을 던졌다. 교사는 질문에 신중하게 답변하고 있다. 학생이 수업을 잘 즐기겠다고 다짐했다. 교사는 믿음을 보며 고개를 끄덕였다.
1027,일반,인터넷이 키워드로 한 6줄의 한국어 대화문은 다음과 같습니다: 안녕하세요? 인터넷 연결 상태요? 네 안정적으로 연결되어 있습니다. 좋아요 그러면 제가 인터넷 검색을 도와드릴게요. 먼저 어떤 정보를 찾고 계신가요? 저희 가족 여행 계획을 찾아보려고 합니다. 그럼 시작해볼까요?
1028,일반,배고프니까? 그럼 나는 집에서 간단한 샐러드를 해볼까? 혹시나 밥과 함께 영화 보는 건 어때? 나도 그럼 간식으로 치즈와 과일 먹으면 좋겠는데. 그럼 같이 간식 준비할까요?
1029,일반,문자: 안녕하세요! 오늘 뭐 했어요? 친구: 오늘은 집에서 요리를 해봤어요. 맛있게 드셨나요? 문자: 네 정말 맛있게 드셨네요! 어떤 요리였어요? 친구: 저녁에는 파스타를 해봤어요. 함께 먹고 싶으신가요? 문자: 물론이죠! 다음에 같이 할까요? 친구: 분명히요! 언제든지 말씀하세요.
1030,일반,사진을 보니 어떤 일이 일어났는지 궁금하네. 아마도 밖에서 재미있는 장면이 벌어졌을 거야. 그럼 사진을 보여줄까? 여기! 보렴. 흥미진진한 모습이잖아. 좋았어 정말 웃긴 것 같아!
1031,일반,서류에 대해 어떤 계획이 있는가요? 중요한 서류가 많으신가요?
1032,일반,부모: 어서 집에 오렴. 저녁 시간이야. 아들: 알겠어 다 잠깐만두. 부모: 엄마가 요즘 힘들어 보고 있으니까. 아들: 그렇구나 저녁 먹었나요? 부모: 아니면 밥 하나도 안 먹으셨군요. 아들: 죄송하군 다음 번 더 신경 써줄게요.
1033,일반,학생: 이번 주말에 뭐 할까? 아버: 영화 한 편 보는 건 어때? 학생: 그럼 내가 예매할게. 아버지: 그럼 네가 좋아하는 영화는 뭐야? 학생: '조조' 시리즈야! 아버지: 그럼 네가 즐거운 시간 보내길 바랄게.
1034,일반,명령: 오늘 아침에 뭐 했어요?
1035,일반,주차가 끝났어요. 이제 무엇을 해야 할까요? 집으로 돌아가서 간단히 챙겼으면 좋겠어요. 어떤 경우라요? 점심은 어디가죠? 집에 있으니 간단히 챙기고 오세요. 점심은 여기서 먹으면 어떨까요? 좋아요 그러면 저녁은 어디가요?
1036,일반,책 읽기 plan 어떻게 생각하니? 저도 최근에 새로운 소설 하나 읽고 싶었는데 그럼 이번 주말에 시간 내면 좀 읽어볼게. 혹시 추천해 줄 수 있니? 어떤 책이 좋아? 저도 여러 가지 있었지만 '나무 아래의 그림자'가 흥미로웠어요. 그냥 시간 내면 몇 권 읽으면 된다고 생각돼요.
1037,일반,[인스타] 이 키워드를 주제로 6줄의 한국어 대화문 1개 만들어줘. 답변 예: 안녕하세요! 최근에 인스타그램에 어떤 사진을 올렸나요? 저는 요즘 주변 풍경 사진을 많이 찍고 있어요. 그렇다면 최근에 좋아본 사진 중에서 특별히 마음에 드는 사진이 하나 있어요. 그 사진의 색감과 조명이 정말 인상적이었어요. 혹시 추천해주실 멋진 인스타 사진이 있다면 공유해도 좋을 것 같아요
1038,일반,[야] 저녁 후에 뭐 할까? 식사하는 건 어떨까? 그럼 내가 요리할게. 어떤 음식을 할까? 오늘은 피자 할까? 그럼 집으로 가겠어.
1039,일반,시계가 시원한 아침 오전 8시에 알람이 울릴까? 아무래 일찍 일어나는 게 좋아 그럼 자정까지 시간을 잘 챙겨야겠어. 시간이 지나면 새로운 목표가 생길 테니까 걱정하지 말고 좋은 하루 보내!
1040,일반,학교에 가서 뭐 하고 싶어? 책 읽기 아니면 친구 만나기 어때? 두 가지 모두 재미있겠지. 그래서 오늘은 친구 만나자고 결정했어. 언제든지 연락해줄게요. 좋아요 즐거운 시간 보내세요!
1041,일반,능력에 대한 대화: 당신은 정말 유능하네요. 감사합니다! 저도 열심히 노력하고 있어요. 그렇다면 다음 프로젝트에 어떤 도움이 될까요? 저는 그 부분에 강점이 있다고 생각해요. 좋아요 함께 논의해보겠습니다. 이렇게 하면 더 좋은 결과를 얻을 수 있을 거예요.
1042,일반,보고서에 대해 어떤 내용을 논의하고 있는지에 따라 대화문의 내용이 달라질 수 있습니다. 예를 들어 회사의 성과 보고서에 대해 논의하고 있는 경우 다음과 같은 대화가 있을 수 있습니다: 1. 보고서를 봐야겠어? 2. 어쩔래? 최근 몇 달간의 성과는 대단하네. 3. 네 그래요. 매출이 크게 증가했네요. 4. 그렇다면 앞으로의 전략은 무엇일까요? 5. 아 그 부분도 잘 계획했답니다. 더 많은 시장 진
1043,일반,대화문: 아 군 생활은 어땠어? 처음 가는 날엔 너무 긴장했었는데 시간이 지나면서 익숙해졌어요. 병원에서 병을 입었던 기억도 납니다. 그때는 정말 힘들었지만 동료들과 함께하면 괜찮았죠. 지금 돌아와서 친구들과 같이 시간을 보내면 좋겠어요.
1044,일반,[명]: 오늘은 어디 가고 싶어? [당신]: 근데 요즘 여행 가고 싶은 게 많아. [명]: 하하! 어디 가고 싶어? [당신]: 아마도 해변가나 산책로 갈까. [명]: 그럼 내가 챙긴 여행 가자! [당신]: 와! 그럼 같이 가자!
1045,일반,선생: 오늘 학교에서 배운 내용에 대해 말씀드리자고 했니? 학생: 맞아 무슨 얘기인지 궁금해. 선생: 내일은 휴일이니까 학교가 폐쇄된 이유야. 학생: 그렇구나 정말 신비롭네. 선생: 그런데도 이해가 돼? 중요한 일 때문에 폐쇄된 거야. 학생: 그렇다면 내일은 공부할 거야. 선생: 그런데 내가 생각한 것도 재밌겠군. 학생: 할까? 선생: 내일은 내일이야! 학생: 그러면
1046,일반,아 오늘은 어디 가고 싶어? 저녁에는 친구들과 같이 카페에 가서 얘기 나눌까. 혹시 집 근처에 좋은 곳 있으신가요? 그럼 그곳에 가보자. 어때요? 저녁 시간엔 어디든 좋아하겠어요. 그럼 내일은 생각해보자고요!
1047,일반,휴가 어떻게 받을까? 회사에서 미리 승인해줬다. 그래서 날짜를 확정할게. 어떤 날씨가나 가는 날씨랑 상관없다. 오늘 바로 보내줄까? 네 바로 보내줄게.
1048,일반,화장실에 가서 뭉치가 풀렸어. 그럼 바로 뽑아서 정리할까? 내일 아침에 하고 싶어. 먼저 손빗으로 손끝 닦겠어. 손끝에 남은 거지 빼야겠어. 물론 화장실 물건도 정리할게.
1049,일반,민재: 민폐가 많이 나가요. 동현: 네 집안도 그렇게 느껴집니다. 민재: 그러면 가전제품을 새로 구입하는 것도 고려해보자. 동현: 맞아 오래된 제품은 사용하기도 어려울 것 같아요. 민재: 그렇다면 이번 주말에 새 제품을 사러갈까? 동현: 좋은 생각이에요 함께 가볼까요?
1050,일반,집이 키워드를 중심으로 답변예시의 형식만 참고해서 6줄의 한국어 대화문 1개 만들어줘. 답변 예: 집이 참 아름답다. 그래서 오늘도 집에서 쉬자. 그럼 간단한 요리만 해도 되겠어. 저녁에는 좀 더 편안하게 쉬자. 아침에는 산책도 하고 싶다. 집이 참 힐링이 되는 것 같아.
1051,일반,"능력은 어떤 분야인지 명확히 하셔야 합니다. 예를 들어 ""언어 능력""이라고 하면 다음과 같이 대화할 수 있습니다: 1. 너도 다양한 언어를 잘 배워? 2. 네 저는 여러 언어를 공부하고 있어요. 3. 정말 멋지다! 영어와 중국어 모두 잘 알고 있니? 4. 그렇구나 저는 일본어도 공부하고 있어. 5. 일본어도 좋다! 앞으로 더 도와드릴 거야. 6. 고마워 정말 기쁘다! 함께 공부하자."
1052,일반,모금 주제로 대화문: 우리 회사가 더 많은 사람들을 돕기 위해 모금을 시작할까? 그렇다면 저도 기부하고 싶어요. 회사의 목적이 참 중요하네요. 알겠어요 작은 돈이라도 마음으로 잘 담가고 싶어요. 저는 지금 직장에서 일하면서 조금씩 모아두고 있어요. 혹시 더 모을 수 있는 방법을 알 수 있을까요? 모금이 잘 되면 더 많은 사람들을 도울 수 있을 거예요.
1053,일반,콜라 주제로 6줄의 한국어 대화문을 만드려면 다음과 같이 작성할 수 있습니다: 1. 콜라 한 잔 마셔요? 2. 네 여기 콜라가 있어요. 3. 그러면 바로 마셔요. 4. 맛있게 즐기세요. 5. 콜라 좋아하신가요? 6. 네 요즘 많이 마셔요.
1054,일반,정말 좋은 질문이에요. 인성은 정말 중요한 주제죠. 무엇을 해야 할지 고민하는 날이 많아요. 그때마다 자신의 마음을 돌아보는 게 중요하니까요. 자기 자신을 더 잘 이해하게 될 거예요. 이런 일들을 통해 더 성숙한 사람이 될 수 있어요.
1055,일반,명품을 주제로 한 6줄의 한국어 대화문은 다음과 같습니다: A: 요즘 명품 제품들이 많이 나오는데 어떤 명품을 선호하시나요? B: 아마도 브랜드 가치와 품질이 좋은 것일 것 같아요. A: 그렇다면 저희 회사에서 만든 제품 중에서 골라보는 것도 좋은 방법 같아요. B: 네 다양한 제품들을 비교해보고 선택하는 것도 좋은 전략인 것 같아요. A: 저희 제품은 고급 재료로 만들어졌다고 해요. 무엇보다 만족할 거예
1056,일반,아빠: 오늘 뭐 해? 아이: 게임 한 시간 하고 싶다. 아빠: 그럼 좋아하면 내가 도와줄게. 아이: 고래 영화 보자고요. 아빠: 그럼 내가 예매할게. 아이: 재미있게 보길 바래!
1057,일반,맘이 요즘 바쁘다. 그래서 자주 외출하기 어렵다. 오늘은 집에서 쉬면서 영화 한 편 보자고 생각해. 그럼 내일은 좀 더 여유 있게 가자고 결심했어. 이제는 집 안일도 다 풀어서 자유롭다. 앞으로는 더 바쁘면 확두고 시간을 내자겠어.
1058,일반,아 괴롭힘... 정말 힘들겠네. 그런 상황에서는 친구에게 도움을 요청하는 게 좋을 것 같아. 혹시 내가 도와줄 수 있는 방법이 있을까? 그냥 네가 있는 것만으로도 큰 힘이 될 거야. 우리가 함께 이 문제를 해결할 수 있을 거야. 네가 혼자서 이겨내지 못할 거라고 생각해.
1059,일반,주먹: 오랫동안 쌓인 분노가 터질 때야. 사람들은 종종 주먹을 쥐며 혼란을 겪어. 그 주먹은 내 마음의 고통을 담고 있어. 어떤 일이 잘못되었을 때 우리는 그런 주먹을 만들거야. 그 주먹은 우리의 감정을 표현하는 수단이야. 하지만 그 주먹을 풀기 위해서는 진정한 이해와 해결이 필요해.
1060,일반,아빠 오늘 학교에서 뭐 했어? 집에 돌아와서 짚밥 먹었어. 너도 집에 있었어? 네 같이 밥 먹었어. 요즘 학업 많이 힘들어 보이네. 그래서 힘들다면 항상 이야기해줘. 언제든지 도와줄게. 알겠어. 다음 주말에는 뭐 하려고 해? 그럼 함께 놀자. 좋아할까?
1061,일반,목요일에는 회의가 있어요. 그래서 아침부터 준비해야겠어요. 회의실은 3층에 있답니다. 오전 10시에 시작할 것 같아요. 저는 보고서를 챙길게요. 그럼 만나서 볼까요?
1062,일반,안녕하세요! 오늘은 어디 가고 싶으신가요? 저는 근처 공원에 가보고 싶어요. 혹시 그곳에 좋은 카페가 있는지 아세요? 네 정말 맛있는 커피를 마실 수 있어요. 그럼 그때 만나요! 오늘은 즐거운 시간 보내세요!
1063,일반,병원에 가야 할까? 어떤 병이 있나요? 근처 병원 좀 알려주세요. 제가 병원에 가서 봐야겠어요. 가면 안 될 것 같아요. 병원을 검색해보세요.
1064,일반,아 우유를 드실 생각 있으신가요? 그럼 집에 있는 새우 우유를 사가보세요. 새우 우유는 건강에 좋고 맛있죠. 저는 아침에 우유와 toast 드는 게 좋아요. 우유를 좋아하신다면 다양한 브랜드 시도해보세요. 특별히 선호하는 종류가 있으신가요?
1065,일반,미친: 진짜 미쳐봤는데요! 언제 그런 걸 본 적이 없어요. 그냥 말없이 웃고 있었죠. 저도 모르게 그 곡에 춤추기 시작했어요. 어떤데 지금은 그걸 원하게 생각하더라고요. 아니면 그냥 멋진 날이었겠죠.
1066,일반,장애인 이 키워드를 주제로 한 6줄의 한국어 대화문은 다음과 같습니다: 장애인: 안녕하세요! 주말이 다가왔네요. 이번 주말에 뭐 할 생각 있으신가요? 친구: 안녕하세요! 저도 주말 계획을 세우고 있었어요. 영화 한 편 보는 건 어때요? 장애인: 영화 보는 건 어떨까요? 자전거 타기도 추천드려요. 친구: 자전거 타기? 그건 조금 힘든 것 같아요. 혹시 다른 아이디어 있으신가요
1067,일반,오늘 버스를 타고 싶어. 어디 가고 싶어? 서울이나 부산? 서울라면 경복궁 가고 부산이라면 해운대 해변 있을래. 어떤 곳 가든 좋아할 것 같아.
1068,일반,사람: 요즘 바쁘게 지내고 있니? 아무기: 네 일을 많이 하고 있어서요. 사람: 그럼 휴식을 취하는 방법은 어때? 아무기: 영화 한 편 보는 건 어때? 사람: 그러면 내가 예매할게. 아무기: 좋겠어 네가 예매하면 괜찮아.
1069,일반,핸드폰이 멈치는 걸까? 아니 그냥 충전할게. 그럼 어디가 좋은 충전소 있나? 가까운 카페에서 충전할 수 있어. 그래서 그곳으로 가볼까?
1070,일반,치마 요즘 밥 먹으려고 많이 다니네? 그래서 오늘은 집에서 간단한 치마 만들러 갈까. 그럼 치마 레시피 좀 알려줄래? 물론이죠 이렇게 만들어줬어. 첫째 치마 양념에 간장과 참기름 넣어줘. 둘째 채소 넣고 마지막에는 치마 넣어줌. 이렇게 해서 맛있는 치마 완성돼!
1071,일반,빌리기는 어떤 걸 해야 할까? 직장 업무가 많아서 잠깐만 할 수 있겠지. 그래서 점심시간에 나가볼까? 혹시 같이 가실래? 더 재미 있을 것 같아. 아 네요! 같이 갈게. 어디 가려나요? 저는 근처에 맛있는 카페가 있어서요.
1072,일반,회사에서 어떻게 하면 더 효율적으로 일할 수 있을까요? 우선 업무 분담을 좀 더 체계적으로 해야겠어요. 그리고 정기적인 회의를 통해 진행 상황을 공유하면 좋을 것 같아요. 또한 팀원들의 의견을 적극적으로 반영하는 것도 중요하겠네요. 이렇게 하면 각자 역할을 잘 이해하고 일을 더욱 효율적으로 진행할 수 있을 거예요. 그리고 성과를 정기적으로 평가하면서 피드백을 주고받으면 좋겠어요.
1073,일반,아 요즘 간식이 맛있어 보인다. 저녁에 바로 사가볼까? 그럼 집으로 가볼게. 당신도 같이 오실까? 네 저녁마다 함께 먹으면 더 즐거워. 그럼 같이 갔으면 좋겠어!
1074,일반,땐이 참 심하네. 그래서 실내에 있을까? 아니면 밖에 나가야겠네. 바람도 불고 차가운 날씨라. 그래도 오늘은 산책을 할까. 언제나 땀을 더 많이 흘린다.
1075,일반,아 헤어지기 정말 필요하네요. 언제든지 가면 좋겠어요 요즘 바쁘다니. 나와 친구들 가면 어떨까요? 그럼 내일이면 가볼까요? 좋아요 내일 가볼게요. 그럼 준비하는 시간도 없겠죠!
1076,일반,A: 동물들이 얼마나 다양한지 생각해도 흥미롭다. B: 네 특히 새끼 고양이가 매력적이지 않아. A: 그렇다면 강아지가 더 좋아할까? B: 아마도 하지만 독특한 성격이 있어. A: 그렇다면 우리 집 강아지가 최고일 것 같아. B: 하하 강아지와 함께라면 언제든지 행복할 거야.
1077,일반,데이트 주제로: 아니 오늘은 데이트가 아니야. 그래서 어디 가고 싶어? 저녁 식사 place에 가면 돼. 그럼 저녁에 갈까? 어떤 곳에 가면 좋아. 그럼 내가 알아볼게.
1078,일반,알바비: 오늘은 뭐 해요? 친구: 요즘 바쁘게 봐서 알바비요. 알바비: 그렇다면 저녁 시간에는 뭐 하시나요? 친구: 저녁 시간에는 데이트가 될 것 같아요. 알바비: 데이트가 되었다니 재밌겠네요. 친구: 네 함께할 때 더 즐거워요.
1079,일반,상사님 승진을 받으셨다고 하셨네요. 감사합니다! 노력해서 준비한 내용이라 정말 기쁩니다. 이제 더 큰 책임을 맡게 될 것 같아요. 상사님의 성과가 더욱 두드러지길 바랍니다. 앞으로 어떻게 계획하고 계신가요? 상사님의 조언 부탁드려요.
1080,일반,거래 주제로 답변 예시의 형식만 참고해서 6줄의 한국어 대화문 1개 만들어줘. 답변 예: 거래를 해보자네. 어떤 제품을 살까? 저는 컴퓨터가 필요하니까. 그럼 이곳 가기야. 컴퓨터 가격 어떻게 줄까? 저희 할인도 잘 봐봐.
1081,일반,아 숙제가 많다니 어떻게 보내릴까? 먼저 중요한 것 하나씩 먼저 해결해보자. 그리고 노트 정리도 잊지 말자. 이렇게 하면 끝날 거야.
1082,일반,동전을 중심으로 한 대화: 아 동전 뭐라고 했니? 그냥 코인이라고 해. 왜 궁금한가요? 난 돈 주머니에 보관하고 있어요. 어떻게 하면 나도 사용할 수 있죠. 이렇게 사고하면 좋겠네요.
1083,일반,그녀는 매일 아침 공원에서 산책을 한다. 그녀가 지나가는 사람들이 종종 인사를 한다. 그녀는 건강을 중요하게 생각한다. 그녀의 친구들도 같이 운동하곤 한다. 그녀들은 함께 산책을 하면서 좋은 이야기를 나눈다. 그녀의 건강한 생활 습관에 많은 사람들이 영감을 받는다.
1084,일반,새로운 프로젝트 시작했는데 어떻게 해야 할까? 처음부터 계획을 세워봐 어때? 그래서 우선 목표를 정해볼게. 그 다음에는 단계별로 일을 나누면 될 것 같아.
1085,일반,"담배는 이렇게 말할 수 있어요. ""담배를 피우면 건강에 해로운 영향이 있어요."" ""맞아요 담배는 정말 위험해요."" ""그래서 저는 담배를 피우지 않아요."" ""당신도 그렇게 해두시면 좋겠네요."" ""담배는 정말 나쁜 습관이에요."""
1086,일반,여행지 추천해 주세요. 해외 여행을 가고 싶어요. 추천해 주시는 곳이 너무 좋아요.
1087,일반,영상에 대한 대화: 당신: 영상 봐야 한다고 했는데 무슨 영상인가요? 친구: 요즘 유행 있는 시리즈야 너도 보자며 추천해줬지. 당신: 그러면 지금 바로 보고 싶어. 친구: 네 그럼 내일은 또 같이 봐줄게. 당신: 좋아 그럼 오늘은 뭐 하러 가고 싶어? 친구: 요즘 관심 가는 게임도 해봐. 당신: 그럼 그렇게 해볼게. 친구: 좋은 선택이야! 즐거운 영상 감상하세요.
1088,일반,강도는 매우 강한 힘을 의미하므로 대화문에서 강도를 나타내기 위해 '강하다' '강한' '강력' 등의 표현을 사용할 수 있습니다. 다음은 그 예시입니다: 1. 요즘 강하다 밖 나가서도 안 돼. 2. 네 날씨가 이렇게 강하면 실내에 있을까? 3. 그렇지 않으면 집 안에서 지내야 할 것 같아. 4. 혹시 강한 냉기가 필요하니? 5. 아니면 강한 바람도 걱정돼. 6. 그냥 집에서
1089,일반,아 무슨 일이 있었니? 그건 진짜 아플 것 같아. 무슨 일이 있었는지 말씀해줘. 그런 일은 처음으로 겪었어. 몸도 아프고 마음도 아프다. 병원에 가야 한다고 했어.
1090,일반,금요일에 어떤 입금을 해야 할까? 저는 월급을 받으러 갈 거야. 그럼 내가 은행에 가볼게. 나도 그때 그때 내리다 볼게. 입금서랑 신용카드 가면 되겠어. 그럼 준비된 걸로 간단하게 할까?
1091,일반,땀 정말 덥다네. 그래서 오늘은 집에 있기로 했어. 무슨 책 읽어볼까? '햇살 아래' 읽으러 갈까. 그럼 집에 가자.
1092,일반,답변예시: 영수증 작성이 필요하다면 언제까지 기다릴까? 그럼 바로 사무실 가서 작성할까? 필요한 서류가 준비되어 있다면. 사무실에 가서 확인해볼까? 그럼 필요한 서류를 챙길게. 작성 후에는 어디로 보내야 할까?
1093,일반,물건이 주제가 된 6줄의 한국어 대화문은 다음과 같습니다: 아 요즘엔 새로운 스마트폰이 많이 나와. 저희도 최근에 새 모델을 구입했어요. 기능이 정말 훌륭하더라구요. 사용법도 쉽게 배우실 수 있을 것 같아요. 당신은 어떤 모델을 선택하시나요? 갤럭시나 아이폰 중 어떤 걸 선택하시겠어요?
1094,일반,모: 요즘 운동 많이 하느냐? 친구: 네 매일 아침 가서 요가를 한다. 모: 그러면 근육이 좋아지겠지. 친구: 그렇다고 해서 너무 무거운 게 아니야. 모: 그럼 오늘도 같이 갈래? 친구: 어떠냐?
1095,일반,[남아]: 이번 주말에 뭐 할까? [친구]: 영화 한 편 보는 건 어때? [남아]: 그럼 내가 예매할게. [친구]: 네가 좋아하는 영화는 뭐야? [남아]: '인셉션'이라서요. [친구]: 그건 재밌겠네! 같이 가자.
1096,일반,눈이 멍해진 걸까? 아마도 바람에 휘날린 거일 거야. 그래서 안경 쓰면 되겠죠. 이번에 눈물에 젖히지 않도록 주의하자. 혹시 눈가래미 있나요? 그렇다면 바로 병원 가야 해요.
1097,일반,차는 어디 가고 싶어? 공원이라면 산책할게. 그럼 지금 가볼까. 차를 타고 바로 갈게. 그럼 내 친구랑 같이 갈까. 그때 좋겠는데요.
