class,conversation
4,사진 찍는 취미는 어때? 먼저 중요한 순간만 찍어야 해. 그럼 좋은 사진들이 나올 거야. 영상도 찍으면서 재미있을 것 같아. 모든 순간이 멋진 사진이 될까? 좋아요 시작해보자!
4,알겠어 부재 중 전화 해명을 주제로 한 대화문을 만들어볼게. 부재 중 전화 해면데요 무슨 얘기 할까요? 잠깐만요 중요한 얘기 있어요. 우리 얘기 나중에 좀 해도 되겠죠? 아니 지금 들어봐야겠어요. 무슨 일이지요? 회사 관련 얘기인데요 나중에 말씀드릴게요. 알겠습니다. 그럼 지금 뭐 해요? 집에 가서 쉬는 것도 좋고 짧은 산책도
4,감기가 심어지니 잘 쉬자. 내일 아침에 산책하기로 했는데. 그럼 그날마다 약간씩 숨을 내쉬자. 몸이 아플 때는 이렇게 쉬면 좋아. 오늘은 집에서 영화 한 편 보자. 그럼 따뜻한 차 한 잔 드릴게요.
4,내 휴대폰 진짜 어디에 있겠어? 가장 당연한 곳부터 찾아보자. 전화걸어서 좀 도와줄 수 있을까? 그래서 여기서 다시 한번 확인해보자. 아 여기 있었는데! 나쁜 기분인데 도와줄 수 있어?
4,가격 비교 상담 이번에 신용카드 비교해볼까? 다양한 상품들을 비교해보자. 저희도 좋은 옵션이 있을 것 같아. 신용등급에 따라 어떤가가 더 적합한지. 빠르게 검토해봐 시간이 잘못되면.
4,운동을 취미로 시작한 이야기를 주제로 한 6줄의 한국어 대화문입니다 안녕하세요 저는 요즘 운동을 많이 하게 되었습니다. 좋아요 운동도 건강에 좋은 것 같아요. 네 그래서 저도 최근에 시작한데요. 어떤 운동인지 궁금하네요. 저는 달리기를 좋아해서 매일 아침에 나가죠. 달리기 정말 재미있겠네요 한번 같이 나가보죠!
4,지갑이 어디에 있겠어? 저녁 식사 후에 분실했을 것 같아. 그래서 신용카드나 휴대전화처럼 예매할래. 이번에는 더 신경 써야겠어. 다음 번엔 카드 챙기기도 했는데 지갑 분실이라면 정말 스트레스 받겠어.
4,아침 일찍 잠이 잘 돼. 내가 할 수 있는 게 별로 없네. 그래서 그냥 눕는 건 어때? 오늘은 집에서 쉬자고. 그럼 내일 좀 더 열심히 해자. 이렇게 자고 싶은데요.
4,아니 요즘 너무 바빠요. 이번 주말에는 아니면 요리를 하거나 아니면 베이킹을 해보는 건 어떨까요? 저는 최근에 초콜릿 케이크를 만들어봤는데 정말 맛있더라고요. 그럼 내가 레시피를 찾아보면서 시도해볼게요. 당신은 어떤 요리를 즐기시는가요?
4,안녕하세요? 오늘 하루 너무 힘들었어요. 일상 속에도 작은 문제들이 쌓이면 어떡하나요? 그래서 잠깐 산책 가면서 마음을 다듬었어요. 그냥 일상 속 작은 즐거움을 찾으려 노력해보세요. 나도 함께 해주면 더 괜찮을 것 같아요. 언제든지 이야기 나누고 싶어요.
4,불면증 고민 아침에 일찍 잠이 깨지더라. 무언가 이상하다는 생각에 힘들어서. 일주일 전만큼 잘 못 자는 게 어때? 이런 일이 지속되면 스트레스도 많이 받겠군. 전문가 상담을 해보는 것도 고려해야겠어. 심리적 지원을 통해 해결할 수 있을지도 모르지.
4,비가 와서 약속을 잡았는데 고민이 되네. 그래서 어디 가야 할까? 공원이나 카페? 공원은 바람이 많이 불어서 좀 어색할 것 같아. 카페도 비가 많이 내리고 싶은 날에는 어색할 것 같아. 마지막으로 집에서 영화 보는 건 어때? 영화 한 편 보는 건 어때?
4,통화 소리가 너무 작아서 들을 수 없네? 그래서 멀리서 얘기하는 건 어때? 나가서서 얘기해보자. 그리고 소리를 내는 걸로 해도 돼. 무슨 얘기하든 괜찮아.
4,회사 근처에 새로운 맛집이 생겼다니! 어디 가고 싶어? 근처에 새로운 카페가 생겼어. 그곳에 맛있는 커피가 쏟아져서 사람들 많게. 그라나다 커피로 가면 어떨까? 커피 맛있게 먹으면 업무도 더 잘 다가올 것 같아.
4,문서를 다시 보내주세요. 왜 다시 보내야 하는지 설명해 주세요. 이번에 필요한 정보는 무엇인지 알려주세요.
4,아 길 잃었다니! 여기서 출구는 어디야? 왼쪽에는 카페 오른쪽에는 책상... 출구가 있어 바로 가보자. 다시 한 번 확인하자면 출구는 왼쪽에 있겠지.
4,문자를 보내는 건 어떨까? 그럼 내가 메시지를 보낼게. 어떤데 너랑 만나야겠어. 그럼 시간을 정어라봐. 네 좋아 저녁에 만나자. 그럼 그때요!
4,쿠폰 쿠폰이란? 사용 방법은 간단하니까요. 쿠폰 코드를 입력하고 구매하면 할인받아드는데요. 다른 상품에도 사용할 수 있어요. 쿠폰을 잘 활용하면 더 싸게 쇼핑할 수 있답니다.
4,허리나 목 통증이 심한 것 같아. 어떤 경우라면 물을 충분히 마셔야 해. 또는 따뜻한 바닷물에 잠시 들어보는 것도 좋겠어. 이런 증상이 지속된다면 의사와 상담해보는 것이 좋겠어.
4,쿠폰 코드 어떻게 사용하는가? 먼저 쇼핑몰 앱에 로그인해야 해. 그런 다음 원하는 제품을 추가해서 체크. 쿠폰 코드를 입력하면 할인이 시작돼. 사용 중인 제품만 할인받을 수 있어. 쿠폰 사용법이 이렇게 간단하네.
4,운동을 취미로 시작하자. 먼저 어떤 운동을 하길까? 필 자전거 타기 스포츠 등 여러 가지가 있잖아. 저는 필 을 시도해보자. 그럼 함께 해보자!
4,통화 소리가 너무 작아서 들기 어려워. 그래서 소리 좀 더 크게 해줄 수 있을까? 네 이제 바로 체크해줄게요. 먼저 채널을 확인해볼게요. 그리고 음질을 조정해볼게요. 이렇게 하면 더 잘 들릴 거야.
4,차가 고장났어. 어디 가볼까? 가까운 서비스소 갈까? 그곳에 점검 후에 다시 갈까? 혹시 다른 추천 장소 있으신가요? 차를 다시 수리할 시간이 되면 좋겠어. 안전하게 운전하며 가세요.
4,허리나 목 통증이 심한 것 같아? 어떤 이유로든 휴식을 취하는 것이 좋을 것 같아. 병원을 방문해 보는 것도 고려해봐. 치료가 필요한지 확인할 수 있을 거야.
4,점심 메뉴 못 정해서 고민이네요. 어떤 식사를 하고 싶은가요? 김치찌개나 비빔밥이요? 혹시 특별히 원하시는 음식이 있나요? 저는 반대로 여러 가지 선택지 많이 해봤어요. 어떤 메뉴를 선택할지 고민하셔도 괜찮아요.
4,어디 가야 할까? 카페에 가면 친구가 없고 공원도 바쁘니까... 어떤 곳에서 만나게 될까?
4,네 이해했습니다. 끊긴 전화 재연결 이라는 주제로 6줄의 한국어 대화문을 만들어드리겠습니다 연결이 끊어졌어요. 재연결하려면 잠시만 기다려주세요. 알겠습니다 기다리겠습니다. 연결이 되셨네요. 좋아요 이제 대화할 수 있겠네요. 언제든지 도움이 필요하시면 말씀하세요.
4,쿠폰 쿠폰코드 입력했는데 할인되지 않으면 어떻게 해야하나요? 아마 다시 확인해보면 되겠네요. 혹시 다른 상품에 적용할 수 있는 쿠폰이 있을까요? 그렇다면 그 상품에 쿠폰을 사용해볼게요. 쿠폰 만료일도 확인해보세요. 만약 문제라면 고객센터에 문의해봐요.
4,카페에 가서 메뉴를 고를까? 먼저 디저트를 보고 싶다. 아이스크림과 케이크 둘 다 맛있어. 어떤 걸지 잘 결정해야 해. 나중에 라떼도 함께 드릴까. 그럼 다양한 메뉴 하나하나 시도하자.
4,비 오는 날에는 무거운 옷차림이 불편하니까 따라서 따뜻하고 편안한 음식을 골라야 해. 김치찌개나 비빔밥 같은 전통 요리는 어떨까? 또 혹은 따뜻한 국수요리도 좋은 선택이 될 거야. 오늘은 집에서 직접 요리해볼까? 그럼 필요한 재료를 먼저 정리할게.
4,교통사고가 벌어졌다고? 네 저쪽 차량이 멈추고 있다니 당황했어요. 안전하게 주차하고 있는 건가요? 네 맞아요. 이제 상황을 관찰하고 있을 거예요. 사고가 발생한 후에는 경찰에게 보고할 거예요. 그럼 먼저 피해를 받은 사람들을 확인해야겠네요.
4,아 오늘 약속을 좀 더 알아보려고 했는데 비가 너무 많이 내려서 집에 머물러보기가 좋겠어. 그래서 만나지 않게 된다고 말했어. 안타깝지만 다른 하루로 계획을 바꾸면 돼. 우리가 생각한 대로 즐거운 시간을 보내자. 이건 일시적인 일인데 다시 만날 수 있을 거야.
4,사진을 찍는 취미는 재미있지 않아? 여러 장 찍어두면 나중에 잘 보고 싶어. 그럼 이번 주말에 몇 장 찍어볼게. 카메라 챙기니!
4,점심 메뉴 못 정해서 고민이구나? 저는 피자를 먹으면 어떨까? 혹시 요리할 생각 있으신가요? 그렇다면 내가 요리할게요. 어떤 식사를 선택하시든 모두 맛있겠어요. 그냥 정성껏 준비해보자!
4,상사 때문에 스트레스 많이 받으세요? 지금 직장도 힘들지만 나중에 더 나은 곳 찾아보는 게죠. 당신도 힘들 때 이런 말을 해줬잖아요? 믿어요.
4,어디 가야 해? 빠르게 봐봐 어디가 필요하니? 왜 이렇게 물어봄데 어디 가야 한다는 걸 알지 못하니? 급해! 어디 가야 할까?
4,아 감기에 기운 있겠네. 그래서 외출은 피하고 싶어. 나중에 따뜻하게 묵혀요. 혹시 액체가 많이 나오는지 확인해. 약 3일 정도는 감기 걸릴 것 같아. 그럼 오늘도 잘 지내자!
4,안녕하세요? 여기서 뭐 하셨어요? 저는 길을 잘 모르겠어요. 그래서 네 도움 같아요. 왜요? 여기서 멈춰주세요. 다시 한번 이 방향으로 가세요. 알겠어요 고마워요!
4,아침 일찍이라면 더 조용하게 할 수 있어. 그럼 10시에 같이 만나면 되겠어. 오전에는 어디 가고 싶어?
4,운동을 취미로 시작하자. 먼저 어떤 운동을 하길까? 라운딩이나 요가로 시작할까? 나중에 친구들과 함께 나가면 좋겠어. 그럼 오늘부터 요가를 시작할게. 신체 건강뿐만 아니라 정신적 안정도 얻을 수 있을 거야.
4,비가 오는 날에는 밖에 나가기 어렵잖아. 그러면 집에서 요리해볼까? 오늘은 스프와 파스타 만들자. 스프는 짭짤한 맛이 좋아서 비 날 때 딱 좋다. 파스타도 다양한 소스 선택해볼 수 있어. 요즘에는 한식 파스타도 많이 있네. 그럼 준비가 되면 바로 먹어볼게요.
4,가격 비교 상담 어떤 제품을 비교할까? 저희는 그런데 비용이 많이 드는 것 같아요. 그렇다면 저렴한 것도 고려해야겠네요. 다른 브랜드도 한번 봐볼게요. 이렇게 비교해 보면 좋은 선택을 할 수 있을 거예요.
4,막차가 너무 가득 차서 걱정이네요. 그래서 막차를 조금씩 빼는 게 어떨까요? 그렇게 하면 더 편안하게 이동할 수 있을 것 같아요. 만약 막차가 너무 가득 차면 어떻게 해야 할까요? 그럴 때는 막차를 조금씩 빼는 것이 좋겠네요. 이렇게 하면 이동 시간도 줄어들고 더 안전하게 이동할 수 있어요.
4,음 요즘 좀 시간이 없는데 너도 베이킹에 열심히 해? 저도 그렇지만 새로운 레시피 도전하고 싶어서 언젠가 우리 모두 집에서 케이크 만들자고 했던 기억 있니? 그럼 다음 주말에 맞춰봐. 너도 몇 가지 레시피 시도해봐 이건 재미있게도 또 친구들과 나눌 수 있는 것도 있어 우리 같이 도전하면 더 즐거울 것 같아. 어떻게 생각해?
4,네 이해했습니다. 다음은 자존감 부족을 주제로 한 6줄의 한국어 대화문입니다. 당신 나 진짜 좋은 사람 같아? 친구 아니 네가 정말 최고야. 왜 이렇게 생각하냐? 당신 다른 사람들보다 열등하다고 느낌데. 친구 네가 얼마나 멋진지 아무도 모르겠어. 왜 그렇게 낮은 평가를 하냐? 당신 모든 것이 내 잘못이라 생각돼. 친구 네가 너무 자신을 믿으면 안돼. 때로는 자신을 배
4,차가 고장났어. 이제 어떻게 해야 할까? 차량 내부를 한번 확인해보자. 혹시 배터리가 죽었을 수도 있어. 차량 코드를 확인해도 될 것 같아. 배터리를 교체할 수 있는 곳에서 가자. 자신만의 도구가 필요할 수도 있어.
4,운동을 취미로 시작하자고 했는데요 처음에는 걷기로 했는데요 어떤 운동도 잘 안하던데요 그러나 친구의 추천으로 요가 시작했어요 이제 꾸준히 운동을 즐기고 있더라 건강하게 일상을 살아가고 있어요.
4,서두가 터진 것 같아! 무언가를 도와줄까? 저는 그냥 피해만 보는 거죠. 이런 일이 자주 발생하면 안돼. 긴급하게 도와줄 수 있는 사람이 있어야 해. 마치 긴급구호처럼 불러야겠네요.
4,비가 오서도 어디 가고 싶어? 집에 있으면 졸릴 것 같아. 그래서 오늘 밤에 산책 가볼까? 그럼 나중에 연락해줄게요.
4,네 물론입니다! 요리와 베이킹에 대한 흥미가 있으신가요? 최근에 어떤 요리를 해보셨나요? 저도 최근에 새로운 레시피를 시도해보고 재미있었습니다. 함께 요리나 베이킹에 대한 팁을 나누고 싶어요. 어떤 요리가 신선히 해보고 싶으신가요?
4,내 휴대폰 어디에 갔어? 아마도 집 근처에 있을 거야. 집 근처가면 오래전 신고장에 넣어야겠군. 그럼 지금 돌아가서 신고장에 넣으면 돼. 신고장에 넣으면 사기자도 안 해줄 거야. 그래서 빨리 돌아와야겠군.
4,오늘 대화에서 무슨 일이 있었어? 내가 한 걸음이라도 잘못했구나. 그냥 미안하다고 했는데 왜 그렇게 걱정하니? 우리가 서로를 이해하지 못하는 게 참 슬프어. 그럼 앞으로 더 노력할게. 너도 이해해줄 수 있을까? 그 오해가 우리 사이에 나쁜 기억을 남길까 봐.
4,불면증 고민 사실로 불면증은 흔한 문제잖아. 일상생활에서 스트레스를 많이 받는다면 그런 스트레스가 불면증으로 이어질 수 있지. 혹시라도 불면증이 심하다면 전문가와 상담하는 것도 좋겠어.
4,안녕하세요! 에 접수가 필요하신가요? 접수가 필요한 이유와 추가 정보가 있나요? 만약 접수가 필요하다면 아래 링크를 참조하시고 문의주세요. 접수 문의 링크 혹시 궁금한 점이 있으신가요?
4,갑자기 여기 있는 거야? 어디로 가고 싶어?
4,스트레스 받는 건 어때? 해볼게. 숨을 깊게 들이마고 내쉬면 마음이 진정해지는 거야.
4,새로운 취미 시작 고민? 어떤 취미일까? 처음 시작할 때는 너무 많은 선택이 싫어. 저는 요가나 그림을 시작해 볼까? 그럼 오늘 가보고 생각해보자. 취미 생활도 건강에 좋으니 도전해보자. 결국 중요한 것은 꾸준히 실천하는 것 같아.
4,아 만날 장소를 고를 때 헷갈리네? 언젠가 이곳에 와보면 좋겠는데. 그리고 이곳도 참 좋을 것 같아. 어떤 장소를 선택해야 할까? 끝내 결정하지 못하고 힘들어. 마침 이곳에 와서 마음을 정해봤어.
4,쿠폰 사용법에 대해 궁금한가요? 먼저 쿠폰을 확인하고 적절한 제품을 선택하세요. 쿠폰 코드를 입력한 후 결제 절차를 완료하세요. 쿠폰이 만료되거나 제한된 제품에 사용하지 마세요. 쿠폰을 통해 얻은 상품이 품질에 차이가 있을 수 있으니 참고하세요. 쿠폰 거래 후 반려가 될 경우 원래 가격으로 결제해야 합니다.
4,안녕하세요? 잘못 걸린 전화네요. 사실 제가 걸었어요 누구였나요? 그냥 오류였죠 다시 시도해볼까요? 아마도 혼동했을 텐데요 죄송합니다. 다시 한번 연결해드릴게요 편하게 말씀하세요. 이번에는 더 신경 써서 해주세요.
4,회사 근처에 새로운 맛집이 생겼네요! 어디 가고 싶으신가요? 근처에 새로 오픈한 카페가 있는데요. 그곳에 친구들이랑 가서 맛있는 시간 보내면 어떨까요? 저도 그곳에 가보고 싶어요. 함께 갈래요!
4,영수증 다시 보내줘요. 중요한 문서이니까 꼭 확인해보세요. 다른 부분은 정상으로 나오는지 확인할게요. 혹시 필요한 서류가 있나요? 그럼 바로 준비해두고 보내줄게요. 시간도 걸릴 수 있지만 꼭 봐야 해요. 감사합니다.
4,통신소리 끊김 문제가 생겼는데요 어떻게 해결해야 할까요? 먼저 통신 장비를 확인해보세요. 그리고 네트워크 상태도 점검해볼 필요가 있을 것 같아요. 만약 문제가 계속된다면 전문가의 도움을 받는 것이 좋겠네요. 또한 장비를 재부팅해볼 수도 있습니다. 네트워크 설정도 한번 점검해보세요. 그렇다면 문제가 해결되기를 바랍니다.
4,가격 비교 상담 이번에 신발 구입 생각 중 있나요? 네 여러 브랜드가 있는데 어떤 게 더 좋은지 알아봐요. 요즘엔 온라인 쇼핑으로 비교하기 훨씬 쉬워요. 그렇다면 제가 몇 가지 추천해드릴게요. 예를 들어 브랜드와 브랜드는 가격상관에서 차이가 나나요. 그럼 저는 두 브랜드의 최신 모델을 비교해볼게요.
4,환불 규정을 어떻게 적용할까요? 서비스가 되지 않는 경우 환불 가능하죠. 단 사용한 금액의 50 만 환불합니다. 환불 절차는 고객센터를 통해 신청하세요. 환불 후에는 다시 서비스 이용을 권장합니다. 이와 관련된 자세한 내용은 정책서를 참고하세요.
4,아 미안해. 갑자기 취소야? 무슨 문제 있었던 건 몰라. 그래서 만나기로 했었는데 이제 어떻게 해야 할까? 다른 시간으로 다시 잡을 수 있을까? 그냥 이렇게 말이야 네가 바쁠 때마다 연락해줬잖아. 네가 이해할 것 같아. 우리 또 잡을까?
4,주차 자리를 찾을 수 없네. 공원 한 구석만 남았어. 그럼 주차장을 좀 더 돌아봐. 아마도 다른 곳에 자리가 있을 거야. 다시 한번 주차장을 둘러보자. 그래서 다시 차를 찾아볼게.
4,저는 채소 많이 먹으니까요. 그럼 샐러드와 요거트만 드실까요? 나도 그렇게 하면 어떨 것 같아요. 혹시 더 좋은 메뉴가 있으신가요? 저는 오늘 저녁에는 그저 간단히 먹으면 돼요. 그럼 같이 식사할까?
4,카페 메뉴 고르자! 오늘은 디저트 카페 가서 무엇을 먹을지 고를 거야. 쿠키나 케이크 아니면 이스크림일까? 어떤 걸 선택하기 어려워. 그럼 주석치즈케이크 하나 사자고. 그냥 맛있게 하자. 카페에서의 여유로운 시간 정말 최고야.
4,사진이나 영상을 찍는 취미를 주제로 한 대화문은 다음과 같습니다 오늘 사진 찍으러 갈까? 응 요즘 카메라도 좋아서 사용해봤는데! 그럼 내가 준비할게. 그때 같이 가면 좋을 것 같아! 좋아요 만나보자! 그럼 바로 출발하자!
4,저녁 식사 할 때에는 무엇을 드시겠어요? 그릴에 구운 생선이나 샐러드가 좋으신가요? 나도 그릴 생선이 맛있어 보이네요. 그럼 생선을 주문하겠어요. 오늘 저녁은 건강한 선택으로 하겠습니다. 그럼 함께 샐러드를 주문해보죠.
4,건강검진 결과가 나왔어. 어떤 결과였는지 알려줄 수 있을까? 심장 검사에서 이상이 없다고 했는데 혈압만 조금 높았어. 정확히는가 봐야 하지만 조금 걱정이더러. 다시 한번 검사를 요청할게 안전한 건강이 제일이야.
4,허리나 목 통증이 생겼는데 일단 휴식을 취하고 물을 많이 마시는 게 좋을 것 같아. 혹시라도 통증이 심하다면 의사와 상담하는 것도 잊지 말아야 해. 자연의 치료법도 조금이나마 도움이 될 수 있어. 몸이 아프면 잠깐만 자자.
4,허리나 목 통증이 심한 것 같아? 어떤 경우가 있을까? 통증이 너무 심해서 걱정이 돼. 병원에 가볼까? 사전 예약을 해두면 좋을 것 같아. 통증이 빨리 호전되길 바란다.
4,비 오는 날에는 밥 먹는 게 좋겠어. 그래서 오늘은 김치찌개와 비빔밥 사러 갈 거야. 그리고 따로 마요네즈와 치즈도 사고. 이렇게 하면 비가 올 때마다 맛있는 밥이 있겠어. 좋은 생각이지! 이번에 비가 오면 바로 먹으면 돼. 이렇게 음식을 준비하면 비 오는 날에도 즐거운 시간 보내릴 거야.
4,음식 배달이 너무 지연돼! 이건 너무 오래 걸렸어. 왜 그렇게 늦어? 서비스 에 전화해봐. 그럼 다시 시도할게. 너도 힘들겠지. 그래서 이번에는 직접 가볼까. 네가 집까지 드릴까? 예산 문제라서...
4,알겠어 중통화에 대한 대화를 만들어볼게. 당신은 어떻게 생각하나요? 중간에 중단해서 다시 시작하는 건 어때요? 혹시 더 편한 시간이 있나요? 그럼 그 시간에 다시 해보자고요. 당신도 괜찮을까요?
4,야근 후 너무 피곤함. 오늘 밤 늦게까지 놀아서 너무 피곤해. 집에 돌아가면 바로 잠이 들게 될 것 같아. 오늘 밤 뭐 했어?
4,다이어트 중에 메뉴 고민이야. 라면 보다는 쌀국수 더 먹으려는데 최근에 잘 나오는 샐러드도 고려해야겠어. 라면으로 가는 것보다 건강한 선택일 것 같아. 언젠가 저녁 친구랑 샐러드집 가보고 싶었는데 이제 그 생각도 도움이 될 것 같아. 결국 오늘은 라면으로 가야겠군. 그럼 오늘은 라면으로 가자고 말자!
4,통화 소리가 너무 작아서 듣기 힘든데 그럼 미이크 사용해볼까? 나 혹시 그런데 좋은 해결책 있을까? 혹시 이런 일이 있으면 어떻게 해야 할까? 미크 사용하면 좀 더 잘 들릴 것 같아.
4,포인트 적립 가능한지 확인해보는 게 좋겠네요. 먼저 포인트 적립 가능한지 확인해보자. 그럼 나는 점수를 확인해보게.
4,왜 이렇게 행동했는지 모르겠어. 언제까지도 이런 일이 없었어. 나는 그냥 혼자서 생각했단다. 그냥 오해가 생겼지. 괜찮아? 물론 내가 잘못했으면서 사과할게. 이건 끝이 아니겠어. 더 이야기 있으면.
4,교통사고 목격했어. 차가 멈춰있었는데 갑자기 움직였어. 다른 차가 교차로에서 넘어왔어. 주유방울이 떨어지는 듯한 느낌이었지. 경찰관이 도착할 것 같아.
4,내 지갑이 어디에 있었을까? 그래서 바닥에 떨어진 거지야. 이건 큰 문제잖아. 돈이 많아서. 우선 집 안을 다녀와야 해. 그리고 신용카드도 잃어버렸어. 나중에 카메라로 확인해야겠지.
4,저녁 식사엔 무엇을 먹을까? 그릴에 구운 생선이나 샐러드? 생선을 선택하면 좋을 것 같아. 그럼 생선에요 건강하게 지내길!
4,친구와 싸운 후 고민은 뭔가요? 무슨 일이 있었는지 말씀해주실 수 있나요? 그래서 그냥 화해하고 다음에 더 좋은 시간 보내자고 생각해봅니다. 그럼 너도 괜찮아? 서로 갈등하면 어떻게 해요? 혹시 나중에 다시 만나서 화해할 수 있을 것 같아요. 그냥 서로의 입장을 이해하고 더 나은 방법 찾으자고요. 이렇게 고민 끝나면 새로운 시작이니까요.
4,아 잘못 걸린 전화야. 누군가 잘못 찍었겠지. 그냥 답하려고 해봐요. 누구야? 저기 내가 걸렸다고 했잖아요. 그래서 뭐야? 다시 걸려봐요. 그럼 그게 안 되는 거면 그냥 답하라고 해. 그렇게 되면 더 나빠질 수 있어.
4,길을 잃었어? 어디 있는 거야? 걷다가 길이 틀렸던 것 같아. 오른쪽으로 가보면 어디인가? 왼쪽으로 가보면 더 이상 보이지 않아. 잠시 쉬어가며 생각해보자. 오른쪽으로 가볼까 왼쪽으로 가볼까...
4,운동을 취미로 시작하자. 처음엔 걱정이었지만 운동하면서 건강이 좋아졌어요. 나도 같이 해보면 어떨까요? 앞으로 더 열심히 하겠습니다. 그럼 오늘부터 시작해보세요!
4,저녁 식사로 밥집 가려면 그럼 저녁 10시까지 늦게 안 되겠네요. 밥집은 괜찮으니까요 저녁 후에 운동도 해볼 수 있잖아요. 그렇다면 저녁 8시 정도에 가면 어떨까요? 그럼 저녁 8시에 운동도 하면서 바쁘게 하려고요. 오늘 생각보다 많이 고민하네요... 어떻게 해야 할지 몰라요. 혹시 더 좋은 메뉴가 있을지도 모르겠어요.
4,안녕하세요! 저는 어디에 왔는지 궁금하네요. 저는 지하철로 오셨다고요. 당신은 어디서 왔나요?
4,아니야 저녁에는 고기야! 저는 닭가슴살만 먹으려고 해요. 그럼 저녁에는 닭가슴살만 드릴까요? 그 외에 뭐 먹고 싶으신가요? 저는 샐러드도 많이 먹고 있어요. 그렇다면 저녁은 잘 맞겠네요!
4,물론이죠 혼자 즐기는 취미생활 이야기를 주제로 한 대화문을 만들어볼게요. 저녁에 혼자서 책 읽기 좋아요. 그럼 오늘은 새로운 소설을 시작할게요. 책을 읽으면서 휴식을 많이 필요해요. 그럼 커피 한 잔 준비할까요. 이렇게 여유로운 시간을 즐기는 게 좋더라요.
4,안녕하세요! 도움을 드릴 수 있을까요? 여기서 무슨 일이 있나요? 위급 상황인지요? 저도 모르게 여기에서 혼자 있어요. 긴 시간 기다리다가도 문제가 안 났어요. 이건 처음으로 이런 일이 있어요. 지금 바로 사무실로 가세요!
4,집 열쇠 어디에 있었는지 모르겠어. 마침 집에 돌아왔는데 열쇠 없구나. 다시 한번 모든 걸 꼼꼼히 두고 봐야겠어. 아마도 손에 쥐어짜던 순간이 났겠지. 다음에는 열쇠 챙겨가면서 가야겠어. 그럼 이제 집 안을 정리하자고.
4,드라마보는 가끔 친구들과 함께 시청하느냐? 어떤 드라마도 끝까지 끝까지 보자니 시간도 없어서 몇 에피소드를 보느냐? 혹시 최근에 본 드라마가 있으니까 저도 최근에 사랑의 불시착 을 보았는데 그럼 함께 보면서 얘기 나누자!
4,졸업 후에 어떤 직업을 선택할지 고민하고 있지 않아? 여러 친구들이 엔터테인먼트 분야로 가는데 저는 좀 더 안정적인 직업을 원하니까. 혹시 추천해 줄 수 있는 직업이 있겠어?
4,점심 메뉴 못 정해서 고민하네. 무슨 식사를 하시고 싶은지 고민 중이야. 언제든지 도와줄 수 있어. 그럼 오늘은 간단히 볶음밥 먹으라. 혹시 다른 아이디어가 있니? 나도 여러 가지 생각 중이야.
4,안녕하세요?요즘 너무 바빠요. 저도 그렇게 생각했는데 진짜는 아니죠. 전화가 걸린 건데요 내가 걸렸던 거 알아요. 정말 혼란스러웠어요. 다음 번엔 더 신경 써야겠네요. 그냥 넘기자고 했는데요 이렇게 되더군요.
